time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,version,establishment_type,t_schools,t_pupils,t_att8,avg_att8,t_entbasics,pt_entbasics,t_l2basics_95,pt_l2basics_95,t_l2basics_94,pt_l2basics_94,t_ebacc_e_ptq_ee,pt_ebacc_e_ptq_ee,t_ebacc_95,pt_ebacc_95,t_ebacc_94,pt_ebacc_94,t_ebaccaps,avg_ebaccaps,t_inp8calc,t_p8score,avg_p8score,p8score_ci_low,p8score_ci_upp,t_p8eng,avg_p8eng,p8eng_ci_low,p8eng_ci_upp,t_p8mat,avg_p8mat,p8mat_ci_low,p8mat_ci_upp,t_p8ebac,avg_p8ebac,p8ebac_ci_low,p8ebac_ci_upp,t_p8open,avg_p8open,p8open_ci_low,p8open_ci_upp,t_entry_1,pt_entry_1,t_anypass,pt_anypass,t_ebaceng_e,pt_ebaceng_e,t_ebacmat_e,pt_ebacmat_e,t_ebac2sci_e,pt_ebac2sci_e,t_ebachum_e,pt_ebachum_e,t_ebaclan_e,pt_ebaclan_e,t_ebaceng_95,pt_ebaceng_95,t_ebacmat_95,pt_ebacmat_95,t_ebac2sci_95,pt_ebac2sci_95,t_ebachum_95,pt_ebachum_95,t_ebaclan_95,pt_ebaclan_95,t_ebaceng_94,pt_ebaceng_94,t_ebacmat_94,pt_ebacmat_94,t_ebac2sci_94,pt_ebac2sci_94,t_ebachum_94,pt_ebachum_94,t_ebaclan_94,pt_ebaclan_94,t_ebptseng_ll,avg_ebptseng_ll,t_ebptsmat,avg_ebptsmat,t_ebptssci,avg_ebptssci,t_ebptshum,avg_ebptshum,t_ebptslan,avg_ebptslan,t_att8_eng,avg_att8_eng,t_att8_mat,avg_att8_mat,t_att8_ebac,avg_att8_ebac,t_att8_open,avg_att8_open,t_att8_open_g,avg_att8_open_g,t_att8_open_ng,avg_att8_open_ng,t_ebac_fill,avg_ebac_fill,t_open_fill,avg_open_fill
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,Provisional,Alternative provision,1,11,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.02,9,-30.414,-3.38,-4.3,-2.46,-33.675,-3.74,-4.81,-2.67,-28.43,-3.16,-4.13,-2.19,-28.354,-3.15,-4.22,-2.08,-31.636,-3.52,-4.57,-2.46,1,9.1,1,9.1,0,0,1,9.1,0,0,0,0,0,0,0,0,0,0,0,z,0,z,0,z,0,0,0,0,0,z,0,z,0,z,0,0,1,0.09,0,0,0,0,0,0,0,0,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,Provisional,Alternative provision,3,46,564,12.3,35,76.1,1,2.2,1,2.2,0,0,0,0,0,0,28.81,0.63,40,-88.64,-2.22,-2.65,-1.78,-89.98,-2.25,-2.76,-1.74,-51.795,-1.29,-1.76,-0.83,-121.833,-3.05,-3.55,-2.54,-79.119,-1.98,-2.48,-1.48,39,84.8,39,84.8,16,34.8,36,78.3,2,4.3,10,21.7,1,2.2,1,2.2,2,4.3,0,0,0,0,1,100,2,4.3,7,15.2,0,0,0,0,1,100,51,1.11,87,1.89,4.5,0.1,17,0.37,9,0.2,141,3.1,174,3.8,37,0.8,212,4.6,208,4.5,4,0.1,16,0.3,56,1.2
202223,Academic year,Local authority,E92000001,England,E12000002,North West,942,E06000063,Cumberland,Provisional,Alternative provision,2,26,170,6.5,18,69.2,0,0,1,3.8,0,0,0,0,0,0,15.35,0.59,22,-62.173,-2.83,-3.42,-2.24,-69.33,-3.15,-3.83,-2.47,-39.455,-1.79,-2.42,-1.17,-53.964,-2.45,-3.14,-1.77,-80.747,-3.67,-4.35,-2.99,21,80.8,20,76.9,0,0,20,76.9,11,42.3,0,0,1,3.8,0,0,0,0,0,0,0,z,1,100,0,0,2,7.7,1,9.1,0,z,1,100,0,0,36,1.38,24.5,0.94,0,0,7,0.27,39,1.5,72,2.8,56,2.2,3,0.1,3,0.1,0,0,23,0.9,1,0
202223,Academic year,Local authority,E92000001,England,E12000002,North West,943,E06000064,Westmorland and Furness,Provisional,Alternative provision,1,14,176.5,12.6,12,85.7,1,7.1,1,7.1,0,0,0,0,0,0,8.67,0.62,14,-34.195,-2.44,-3.18,-1.7,-32.51,-2.32,-3.18,-1.47,-26.49,-1.89,-2.67,-1.11,-39.944,-2.85,-3.71,-2,-34.716,-2.48,-3.33,-1.63,14,100,14,100,7,50,12,85.7,1,7.1,0,0,0,0,1,7.1,1,7.1,1,100,0,z,0,z,2,14.3,1,7.1,1,100,0,z,0,z,19,1.36,23,1.64,5,0.36,0,0,0,0,50,3.6,46,3.3,24,1.7,56.5,4,53,3.8,3.5,0.3,8,0.6,24,1.7
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E06000065,North Yorkshire,Provisional,Alternative provision,6,31,135,4.4,11,35.5,1,3.2,2,6.5,0,0,0,0,0,0,9.68,0.31,26,-72.49,-2.79,-3.33,-2.25,-78.29,-3.01,-3.64,-2.38,-54.775,-2.11,-2.68,-1.53,-68.551,-2.64,-3.26,-2.01,-84.366,-3.24,-3.87,-2.62,13,41.9,12,38.7,1,3.2,11,35.5,5,16.1,1,3.2,0,0,0,0,1,3.2,0,0,0,0,0,z,1,3.2,2,6.5,2,40,0,0,0,z,4,0.13,25,0.81,13,0.42,3,0.1,0,0,36,1.2,50,1.6,32,1,17,0.5,15,0.5,2,0.1,12,0.4,7,0.2
202223,Academic year,Local authority,E92000001,England,E12000009,South West,933,E06000066,Somerset,Provisional,Alternative provision,5,84,317,3.8,23,27.4,1,1.2,2,2.4,0,0,0,0,0,0,25.68,0.31,68,-210.92,-3.1,-3.44,-2.77,-236.3,-3.48,-3.86,-3.09,-178.33,-2.62,-2.98,-2.27,-194.143,-2.86,-3.24,-2.47,-232.545,-3.42,-3.81,-3.03,33,39.3,28,33.3,3,3.6,27,32.1,22,26.2,2,2.4,0,0,2,2.4,1,1.2,1,4.5,1,50,0,z,2,2.4,3,3.6,2,9.1,1,50,0,z,14,0.17,50,0.6,40.5,0.48,9,0.11,0,0,64,0.8,100,1.2,92,1.1,61,0.7,61,0.7,0,0,35,0.4,20,0.2
202223,Academic year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Provisional,Alternative provision,3,47,197,4.2,25,53.2,1,2.1,2,4.3,0,0,0,0,0,0,11.86,0.25,46,-147.723,-3.21,-3.62,-2.8,-154.295,-3.35,-3.83,-2.88,-108.565,-2.36,-2.79,-1.93,-147.819,-3.21,-3.69,-2.74,-169.332,-3.68,-4.15,-3.21,27,57.4,26,55.3,4,8.5,27,57.4,1,2.1,0,0,0,0,1,2.1,1,2.1,0,0,0,z,0,z,1,2.1,4,8.5,0,0,0,z,0,z,14,0.3,50,1.06,3.5,0.07,0,0,0,0,63,1.3,100,2.1,22,0.5,12,0.3,12,0.3,0,0,7,0.1,5,0.1
202223,Academic year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Provisional,Alternative provision,2,76,474.75,6.2,46,60.5,0,0,4,5.3,0,0,0,0,0,0,30.03,0.4,68,-208.341,-3.06,-3.4,-2.73,-216.67,-3.19,-3.57,-2.8,-145.075,-2.13,-2.49,-1.78,-209.249,-3.08,-3.47,-2.69,-244.053,-3.59,-3.97,-3.2,51,67.1,49,64.5,15,19.7,51,67.1,7,9.2,2,2.6,0,0,1,1.3,3,3.9,0,0,0,0,0,z,6,7.9,7,9.2,0,0,1,50,0,z,39,0.51,99,1.3,18,0.24,6,0.08,0,0,143,1.9,198,2.6,79,1,54.75,0.7,53,0.7,1.75,0,36,0.5,24,0.3
202223,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Provisional,Alternative provision,2,87,763,8.8,61,70.1,1,1.1,2,2.3,0,0,0,0,0,0,36.33,0.42,79,-213.193,-2.7,-3.01,-2.39,-214.06,-2.71,-3.07,-2.35,-170.63,-2.16,-2.49,-1.83,-229.407,-2.9,-3.26,-2.54,-224.793,-2.85,-3.2,-2.49,67,77,63,72.4,35,40.2,62,71.3,2,2.3,15,17.2,1,1.1,1,1.1,2,2.3,1,50,0,0,1,100,4,4.6,4,4.6,1,50,0,0,1,100,82,0.94,104,1.2,5.5,0.06,16,0.18,5,0.06,217,2.5,208,2.4,115,1.3,223,2.6,188,2.2,35,0.4,60,0.7,97,1.1
202223,Academic year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Provisional,Alternative provision,2,19,71,3.7,8,42.1,0,0,1,5.3,0,0,0,0,0,0,3.83,0.2,18,-58.445,-3.25,-3.9,-2.59,-59.46,-3.3,-4.06,-2.55,-46.975,-2.61,-3.3,-1.92,-58.816,-3.27,-4.02,-2.51,-65.048,-3.61,-4.36,-2.86,9,47.4,9,47.4,3,15.8,9,47.4,0,0,0,0,0,0,0,0,1,5.3,0,z,0,z,0,z,1,5.3,1,5.3,0,z,0,z,0,z,8,0.42,15,0.79,0,0,0,0,0,0,26,1.4,30,1.6,7,0.4,8,0.4,8,0.4,0,0,2,0.1,3,0.2
202223,Academic year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Provisional,Alternative provision,2,45,150,3.3,3,6.7,0,0,0,0,0,0,0,0,0,0,10.67,0.24,42,-154.349,-3.67,-4.1,-3.25,-177.885,-4.24,-4.73,-3.74,-113.08,-2.69,-3.14,-2.24,-155.655,-3.71,-4.2,-3.21,-164.857,-3.93,-4.42,-3.43,31,68.9,27,60,1,2.2,31,68.9,1,2.2,1,2.2,0,0,1,2.2,1,2.2,0,0,0,0,0,z,1,2.2,2,4.4,0,0,0,0,0,z,5,0.11,50,1.11,3,0.07,3,0.07,0,0,14,0.3,100,2.2,11,0.2,25,0.6,10,0.2,15,0.3,4,0.1,6,0.1
202223,Academic year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Provisional,Alternative provision,3,53,335,6.3,37,69.8,0,0,1,1.9,0,0,0,0,0,0,18.17,0.34,48,-150.022,-3.13,-3.53,-2.73,-160.68,-3.35,-3.81,-2.88,-102.22,-2.13,-2.55,-1.71,-159.059,-3.31,-3.78,-2.85,-165.746,-3.45,-3.91,-2.99,42,79.2,37,69.8,6,11.3,40,75.5,2,3.8,3,5.7,0,0,1,1.9,0,0,0,0,0,0,0,z,1,1.9,3,5.7,2,100,0,0,0,z,16,0.3,73,1.38,8,0.15,4,0.08,0,0,82,1.5,146,2.8,38,0.7,69,1.3,69,1.3,0,0,17,0.3,23,0.4
202223,Academic year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Provisional,Alternative provision,3,47,179,3.8,26,55.3,0,0,2,4.3,0,0,0,0,0,0,8.19,0.17,43,-143.675,-3.34,-3.76,-2.92,-156.915,-3.65,-4.14,-3.16,-118.175,-2.75,-3.19,-2.3,-134.358,-3.12,-3.61,-2.64,-161.161,-3.75,-4.23,-3.26,31,66,27,57.4,1,2.1,27,57.4,2,4.3,1,2.1,0,0,0,0,0,0,0,0,0,0,0,z,0,0,3,6.4,0,0,0,0,0,z,2,0.04,36,0.77,5.5,0.12,0,0,0,0,43,0.9,72,1.5,49,1,15,0.3,11,0.2,4,0.1,27,0.6,4,0.1
202223,Academic year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Provisional,Alternative provision,2,62,135,2.2,7,11.3,1,1.6,1,1.6,0,0,0,0,0,0,11.01,0.18,56,-166.295,-2.97,-3.34,-2.6,-185.475,-3.31,-3.74,-2.88,-148.515,-2.65,-3.04,-2.26,-152.927,-2.73,-3.16,-2.3,-178.742,-3.19,-3.62,-2.77,8,12.9,8,12.9,7,11.3,7,11.3,4,6.5,3,4.8,0,0,1,1.6,2,3.2,1,25,0,0,0,z,2,3.2,2,3.2,2,50,0,0,0,z,16,0.26,18,0.29,14,0.23,4,0.06,0,0,34,0.5,36,0.6,34,0.5,31,0.5,27,0.4,4,0.1,10,0.2,10,0.2
202223,Academic year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Provisional,Alternative provision,2,19,275,14.5,13,68.4,4,21.1,5,26.3,0,0,0,0,0,0,17.51,0.92,18,-44.939,-2.5,-3.15,-1.84,-45.36,-2.52,-3.28,-1.76,-27.45,-1.53,-2.21,-0.84,-46.938,-2.61,-3.36,-1.85,-54.312,-3.02,-3.77,-2.27,14,73.7,14,73.7,3,15.8,13,68.4,4,21.1,0,0,0,0,2,10.5,6,31.6,3,75,0,z,0,z,2,10.5,6,31.6,4,100,0,z,0,z,18,0.95,42,2.21,22.5,1.18,0,0,0,0,66,3.5,84,4.4,66,3.5,59,3.1,59,3.1,0,0,21,1.1,12,0.6
202223,Academic year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Provisional,Alternative provision,2,64,198.5,3.1,12,18.8,0,0,0,0,0,0,0,0,0,0,11.99,0.19,57,-194.225,-3.41,-3.77,-3.04,-201.47,-3.53,-3.96,-3.11,-175.365,-3.08,-3.46,-2.69,-190.877,-3.35,-3.77,-2.92,-205.288,-3.6,-4.02,-3.18,23,35.9,21,32.8,5,7.8,16,25,2,3.1,4,6.3,0,0,3,4.7,0,0,0,0,1,25,0,z,3,4.7,1,1.6,0,0,1,25,0,z,21,0.33,30,0.47,6,0.09,9,0.14,0,0,72,1.1,60,0.9,24,0.4,42.5,0.7,40,0.6,2.5,0,8,0.1,16,0.3
202223,Academic year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Provisional,Alternative provision,2,28,147,5.3,15,53.6,1,3.6,1,3.6,0,0,0,0,0,0,6.33,0.23,25,-82.052,-3.28,-3.84,-2.73,-88.355,-3.53,-4.18,-2.89,-60.455,-2.42,-3,-1.83,-87.605,-3.5,-4.14,-2.86,-86.706,-3.47,-4.1,-2.83,17,60.7,17,60.7,0,0,16,57.1,0,0,1,3.6,0,0,0,0,1,3.6,0,z,1,100,0,z,0,0,1,3.6,0,z,1,100,0,z,0,0,32,1.14,0,0,6,0.21,0,0,38,1.4,64,2.3,7,0.3,38,1.4,27,1,11,0.4,2,0.1,12,0.4
202223,Academic year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Provisional,Alternative provision,5,74,436,5.9,33,44.6,2,2.7,3,4.1,0,0,0,0,0,0,34.53,0.47,69,-200.408,-2.9,-3.24,-2.57,-220.335,-3.19,-3.58,-2.81,-155.395,-2.25,-2.6,-1.9,-183.754,-2.66,-3.05,-2.28,-233.827,-3.39,-3.77,-3.01,38,51.4,37,50,8,10.8,36,48.6,19,25.7,2,2.7,1,1.4,2,2.7,3,4.1,1,5.3,0,0,1,100,3,4.1,5,6.8,3,15.8,0,0,1,100,28,0.38,76,1.03,46,0.62,2,0.03,9,0.12,104,1.4,152,2.1,125,1.7,55,0.7,45,0.6,10,0.1,53,0.7,25,0.3
202223,Academic year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Provisional,Alternative provision,2,24,175,7.3,9,37.5,2,8.3,2,8.3,0,0,0,0,0,0,6.67,0.28,21,-61.649,-2.94,-3.54,-2.33,-71.68,-3.41,-4.11,-2.71,-35.395,-1.69,-2.32,-1.05,-65.863,-3.14,-3.83,-2.44,-68.257,-3.25,-3.94,-2.56,15,62.5,15,62.5,0,0,14,58.3,0,0,0,0,0,0,0,0,2,8.3,0,z,0,z,0,z,0,0,4,16.7,0,z,0,z,0,z,0,0,40,1.67,0,0,0,0,0,0,31,1.3,80,3.3,24,1,40,1.7,33,1.4,7,0.3,10,0.4,10,0.4
202223,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Provisional,Alternative provision,2,26,148.5,5.7,18,69.2,1,3.8,2,7.7,0,0,0,0,0,0,8.01,0.31,26,-82.466,-3.17,-3.71,-2.63,-78.265,-3.01,-3.64,-2.38,-55.87,-2.15,-2.72,-1.58,-87.206,-3.35,-3.98,-2.73,-98.26,-3.78,-4.4,-3.16,21,80.8,21,80.8,1,3.8,20,76.9,1,3.8,1,3.8,0,0,0,0,1,3.8,0,0,0,0,0,z,0,0,3,11.5,0,0,0,0,0,z,2,0.08,37,1.42,3.5,0.13,2,0.08,0,0,59,2.3,74,2.8,9,0.3,6.5,0.3,3,0.1,3.5,0.1,3,0.1,5,0.2
202223,Academic year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Provisional,Alternative provision,1,19,90.5,4.8,4,21.1,2,10.5,2,10.5,0,0,0,0,0,0,5.49,0.29,18,-60.471,-3.36,-4.01,-2.71,-64.895,-3.61,-4.36,-2.85,-47.52,-2.64,-3.33,-1.95,-59.723,-3.32,-4.07,-2.56,-66.906,-3.72,-4.47,-2.97,5,26.3,5,26.3,1,5.3,5,26.3,1,5.3,0,0,0,0,1,5.3,3,15.8,0,0,0,z,0,z,1,5.3,3,15.8,1,100,0,z,0,z,5,0.26,19,1,4.5,0.24,0,0,0,0,23,1.2,38,2,16,0.8,13.5,0.7,4,0.2,9.5,0.5,4,0.2,3,0.2
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Provisional,Alternative provision,2,19,84,4.4,11,57.9,0,0,1,5.3,0,0,0,0,0,0,3.02,0.16,17,-59.696,-3.51,-4.18,-2.84,-62.48,-3.68,-4.45,-2.9,-47.585,-2.8,-3.51,-2.09,-64.052,-3.77,-4.54,-2.99,-61.557,-3.62,-4.39,-2.85,11,57.9,10,52.6,0,0,11,57.9,0,0,0,0,0,0,0,0,0,0,0,z,0,z,0,z,0,0,2,10.5,0,z,0,z,0,z,0,0,18,0.95,0,0,0,0,0,0,24,1.3,36,1.9,0,0,24,1.3,24,1.3,0,0,0,0,12,0.6
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Provisional,Alternative provision,3,27,73.75,2.7,5,18.5,0,0,0,0,0,0,0,0,0,0,6.66,0.25,21,-49.646,-2.36,-2.97,-1.76,-58.55,-2.79,-3.49,-2.09,-38.63,-1.84,-2.48,-1.2,-42.525,-2.03,-2.72,-1.33,-58.19,-2.77,-3.46,-2.08,6,22.2,5,18.5,0,0,5,18.5,5,18.5,0,0,0,0,0,0,0,0,0,0,0,z,0,z,0,0,0,0,2,40,0,z,0,z,0,0,13,0.48,13.5,0.5,0,0,0,0,14,0.5,26,1,27,1,6.75,0.3,0,0,6.75,0.3,8,0.3,2,0.1
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Provisional,Alternative provision,2,50,233,4.7,36,72,0,0,0,0,0,0,0,0,0,0,13.49,0.27,43,-114.759,-2.67,-3.09,-2.25,-116.89,-2.72,-3.21,-2.23,-75.925,-1.77,-2.21,-1.32,-117.29,-2.73,-3.22,-2.24,-136.724,-3.18,-3.66,-2.7,38,76,36,72,2,4,37,74,3,6,1,2,0,0,0,0,0,0,0,0,0,0,0,z,2,4,2,4,0,0,0,0,0,z,8,0.16,57,1.14,7,0.14,2,0.04,0,0,83,1.7,114,2.3,18,0.4,18,0.4,10,0.2,8,0.2,8,0.2,5,0.1
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Provisional,Alternative provision,2,68,371.25,5.5,46,67.6,1,1.5,1,1.5,1,1.5,0,0,0,0,20.68,0.3,62,-157.458,-2.54,-2.89,-2.19,-168.015,-2.71,-3.12,-2.3,-111.66,-1.8,-2.17,-1.43,-152.028,-2.45,-2.86,-2.05,-186.41,-3.01,-3.41,-2.6,55,80.9,50,73.5,7,10.3,52,76.5,4,5.9,5,7.4,1,1.5,1,1.5,1,1.5,1,25,0,0,0,0,2,2.9,3,4.4,1,25,1,20,0,0,20,0.29,71,1.04,12,0.18,6,0.09,3,0.04,109,1.6,142,2.1,76,1.1,44.25,0.7,37,0.5,7.25,0.1,36,0.5,17,0.3
202223,Academic year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Provisional,Alternative provision,3,31,269.5,8.7,12,38.7,4,12.9,6,19.4,0,0,0,0,0,0,17,0.55,30,-101.427,-3.38,-3.89,-2.88,-102.91,-3.43,-4.02,-2.85,-75.655,-2.52,-3.05,-1.99,-101.381,-3.38,-3.96,-2.79,-117.667,-3.92,-4.5,-3.34,16,51.6,16,51.6,3,9.7,14,45.2,2,6.5,2,6.5,0,0,3,9.7,5,16.1,2,100,1,50,0,z,3,9.7,8,25.8,2,100,1,50,0,z,21,0.68,49,1.58,12,0.39,8,0.26,0,0,72,2.3,98,3.2,62,2,37.5,1.2,32,1,5.5,0.2,13,0.4,6,0.2
202223,Academic year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Provisional,Alternative provision,2,108,818,7.6,65,60.2,3,2.8,5,4.6,0,0,0,0,0,0,33.78,0.31,103,-324.142,-3.15,-3.42,-2.87,-331.09,-3.21,-3.53,-2.9,-229.105,-2.22,-2.51,-1.94,-370.922,-3.6,-3.92,-3.29,-336.095,-3.26,-3.58,-2.95,88,81.5,84,77.8,3,2.8,77,71.3,2,1.9,0,0,0,0,3,2.8,4,3.7,2,100,0,z,0,z,3,2.8,10,9.3,2,100,0,z,0,z,18,0.17,163,1.51,11,0.1,0,0,0,0,232,2.1,326,3,22,0.2,238,2.2,204,1.9,34,0.3,4,0,63,0.6
202223,Academic year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Provisional,Alternative provision,1,26,220,8.5,17,65.4,1,3.8,2,7.7,0,0,0,0,0,0,19.67,0.76,26,-84.435,-3.25,-3.79,-2.7,-95.02,-3.65,-4.28,-3.03,-63.785,-2.45,-3.03,-1.88,-74.911,-2.88,-3.51,-2.25,-100.672,-3.87,-4.5,-3.25,19,73.1,16,61.5,1,3.8,19,73.1,16,61.5,3,11.5,0,0,0,0,2,7.7,1,6.3,0,0,0,z,1,3.8,4,15.4,2,12.5,0,0,0,z,4,0.15,39,1.5,34.5,1.33,6,0.23,0,0,43,1.7,78,3,75,2.9,24,0.9,24,0.9,0,0,29,1.1,12,0.5
202223,Academic year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Provisional,Alternative provision,1,4,7,1.8,1,25,0,0,0,0,0,0,0,0,0,0,0.17,0.04,2,-4.685,-2.34,-4.3,-0.38,-5.665,-2.83,-5.1,-0.57,-3.25,-1.63,-3.69,0.44,-4.357,-2.18,-4.44,0.09,-5.323,-2.66,-4.91,-0.41,2,50,2,50,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,z,0,z,0,z,0,0,0,0,0,z,0,z,0,z,0,0,1,0.25,0,0,0,0,0,0,5,1.3,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Provisional,Alternative provision,6,163,1010.75,6.2,92,56.4,0,0,5,3.1,0,0,0,0,0,0,73.33,0.45,141,-375.057,-2.66,-2.89,-2.43,-388.195,-2.75,-3.02,-2.48,-277.075,-1.97,-2.21,-1.72,-370.951,-2.63,-2.9,-2.36,-435.8,-3.09,-3.36,-2.82,99,60.7,93,57.1,47,28.8,97,59.5,56,34.4,5,3.1,0,0,2,1.2,3,1.8,1,1.8,0,0,0,z,9,5.5,7,4.3,2,3.6,0,0,0,z,105,0.64,169,1.04,78,0.48,10,0.06,0,0,296,1.8,338,2.1,194.5,1.2,182.25,1.1,177.5,1.1,4.75,0,103,0.6,87,0.5
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Provisional,Alternative provision,3,39,242.25,6.2,16,41,0,0,1,2.6,0,0,0,0,0,0,18.15,0.47,32,-83.699,-2.62,-3.11,-2.13,-92.11,-2.88,-3.45,-2.31,-58.91,-1.84,-2.36,-1.33,-79.347,-2.48,-3.05,-1.91,-98.964,-3.09,-3.65,-2.53,20,51.3,18,46.2,2,5.1,18,46.2,12,30.8,3,7.7,1,2.6,1,2.6,1,2.6,0,0,0,0,1,100,2,5.1,3,7.7,2,16.7,0,0,1,100,9,0.23,41,1.05,22.5,0.58,5,0.13,9,0.23,55,1.4,82,2.1,65,1.7,40.25,1,39,1,1.25,0,26,0.7,13,0.3
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Provisional,Alternative provision,1,21,14,0.7,2,9.5,0,0,0,0,0,0,0,0,0,0,0.66,0.03,18,-46.358,-2.58,-3.23,-1.92,-52.63,-2.92,-3.68,-2.17,-38.265,-2.13,-2.81,-1.44,-42.197,-2.34,-3.1,-1.59,-51.737,-2.87,-3.62,-2.13,2,9.5,2,9.5,0,0,2,9.5,0,0,0,0,0,0,0,0,0,0,0,z,0,z,0,z,0,0,0,0,0,z,0,z,0,z,0,0,4,0.19,0,0,0,0,0,0,6,0.3,8,0.4,0,0,0,0,0,0,0,0,0,0,0,0
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Provisional,Alternative provision,3,65,362.5,5.6,12,18.5,2,3.1,3,4.6,0,0,0,0,0,0,25.01,0.38,59,-159.302,-2.7,-3.06,-2.34,-176.54,-2.99,-3.41,-2.57,-146.91,-2.49,-2.87,-2.11,-148.902,-2.52,-2.94,-2.11,-166.481,-2.82,-3.24,-2.41,35,53.8,31,47.7,5,7.7,13,20,12,18.5,5,7.7,0,0,3,4.6,2,3.1,2,16.7,2,40,0,z,3,4.6,4,6.2,3,25,3,60,0,z,24,0.37,36,0.55,35.5,0.55,19,0.29,0,0,84,1.3,72,1.1,91,1.4,115.5,1.8,61,0.9,54.5,0.8,28,0.4,40,0.6
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Provisional,Alternative provision,3,43,209.5,4.9,6,14,0,0,0,0,0,0,0,0,0,0,10.01,0.23,42,-134.301,-3.2,-3.62,-2.77,-155.62,-3.71,-4.2,-3.21,-105.09,-2.5,-2.95,-2.05,-128.18,-3.05,-3.55,-2.56,-145.679,-3.47,-3.96,-2.98,34,79.1,33,76.7,1,2.3,26,60.5,1,2.3,10,23.3,0,0,0,0,0,0,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,z,3,0.07,44,1.02,2,0.05,9,0.21,0,0,33,0.8,88,2,48,1.1,40.5,0.9,25,0.6,15.5,0.4,26,0.6,14,0.3
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Provisional,Alternative provision,4,70,441,6.3,26,37.1,1,1.4,3,4.3,0,0,0,0,0,0,29.51,0.42,62,-167.79,-2.71,-3.06,-2.35,-174.81,-2.82,-3.23,-2.41,-136.6,-2.2,-2.57,-1.83,-164.737,-2.66,-3.06,-2.25,-186.989,-3.02,-3.42,-2.61,28,40,28,40,9,12.9,26,37.1,13,18.6,1,1.4,0,0,3,4.3,1,1.4,3,23.1,0,0,0,z,5,7.1,6,8.6,4,30.8,0,0,0,z,38,0.54,62,0.89,37.5,0.54,2,0.03,0,0,124,1.8,124,1.8,93,1.3,100,1.4,74,1.1,26,0.4,30,0.4,28,0.4
