time_period,time_identifier,geographic_level,country_code,country_name,version,establishment_type,breakdown,gender,ethnicity_major,ethnicity_minor,free_school_meals,sen_status,primary_need,all_primary_need,sen_description,disadvantage,first_language,admission_type,religious_denomination,t_schools,t_pupils,t_att8,avg_att8,t_entbasics,pt_entbasics,t_l2basics_95,pt_l2basics_95,t_l2basics_94,pt_l2basics_94,t_ebacc_e_ptq_ee,pt_ebacc_e_ptq_ee,t_ebacc_95,pt_ebacc_95,t_ebacc_94,pt_ebacc_94,t_ebaccaps,avg_ebaccaps,t_inp8calc,t_p8score,avg_p8score,p8score_ci_low,p8score_ci_upp
202021,Academic year,National,E92000001,England,Revised,LA maintained mainstream,Ethnic major,Boys,Other,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,360,1371,67038.75,48.9,1324,96.6,660,48.1,913,66.6,548,40,268,19.5,382,27.9,6012.9,4.39,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,Sponsored academies,Ethnic major,Boys,Other,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,390,1644,75185.75,45.7,1591,96.8,702,42.7,1016,61.8,721,43.9,292,17.8,437,26.6,6784.08,4.13,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,Ethnic major,Boys,Other,Total,Total,Total,Total,Total,Total,Total,Total,Total,Church of England,87,358,18324.75,51.2,349,97.5,192,53.6,250,69.8,154,43,80,22.3,109,30.4,1648.17,4.6,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,Ethnic major,Boys,Other,Total,Total,Total,Total,Total,Total,Total,Total,Total,Jewish,5,13,784.5,60.3,13,100,9,69.2,12,92.3,6,46.2,3,23.1,5,38.5,70.5,5.42,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,Ethnic major,Boys,Other,Total,Total,Total,Total,Total,Total,Total,Total,Total,Muslim,5,14,850.5,60.8,14,100,8,57.1,10,71.4,12,85.7,6,42.9,8,57.1,80.34,5.74,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,Ethnic major,Boys,Other,Total,Total,Total,Total,Total,Total,Total,Total,Total,No religious character,1240,4456,214918.76,48.2,4314,96.8,2127,47.7,2963,66.5,1977,44.4,906,20.3,1303,29.2,19476.82,4.37,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,Ethnic major,Boys,Other,Total,Total,Total,Total,Total,Total,Total,Total,Total,Other Christian faith,35,210,11510,54.8,200,95.2,129,61.4,155,73.8,100,47.6,72,34.3,86,41,1061.54,5.05,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,Ethnic major,Boys,Other,Total,Total,Total,Total,Total,Total,Total,Total,Total,Roman catholic,169,642,35968,56,631,98.3,398,62,511,79.6,317,49.4,194,30.2,262,40.8,3254.82,5.07,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,Ethnic major,Boys,Other,Total,Total,Total,Total,Total,Total,Total,Total,Total,Sikh,3,26,1353,52,26,100,11,42.3,20,76.9,23,88.5,8,30.8,14,53.8,125.66,4.83,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,Ethnic major,Boys,Other,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in highly selective areas,Total,107,227,10152.5,44.7,219,96.5,101,44.5,148,65.2,64,28.2,26,11.5,42,18.5,888.2,3.91,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,Ethnic major,Boys,Other,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,1376,5325,260566.63,48.9,5161,96.9,2610,49,3606,67.7,2390,44.9,1117,21,1611,30.3,23583.36,4.43,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,Ethnic major,Boys,Other,Total,Total,Total,Total,Total,Total,Total,Total,selective schools,Total,61,167,12990.38,77.8,167,100,163,97.6,167,100,135,80.8,126,75.4,134,80.2,1246.29,7.46,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,Ethnic major,Boys,Other,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,1544,5719,283709.51,49.6,5547,97,2874,50.3,3921,68.6,2589,45.3,1269,22.2,1787,31.2,25717.85,4.5,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,All state-funded special schools,Ethnic major,Boys,Other,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,80,99,191.5,1.9,7,7.1,0,0,3,3,0,0,0,0,0,0,11.67,0.12,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,Studio schools,Ethnic major,Boys,Other,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,9,17,743,43.7,16,94.1,7,41.2,9,52.9,1,5.9,1,5.9,1,5.9,59.34,3.49,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,University technical colleges (UTCs),Ethnic major,Boys,Other,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,20,47,2400,51.1,47,100,23,48.9,35,74.5,5,10.6,2,4.3,4,8.5,197.47,4.2,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Boys,Total,Total,FSM,No SEN,Total,Total,Total,Total,Total,Total,Total,2968,37396,1601883.25,42.8,36753,98.3,13239,35.4,22362,59.8,10329,27.6,3446,9.2,5831,15.6,136803.92,3.66,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Boys,Total,Total,FSM,SEN State EHC,Total,Total,Total,Total,Total,Total,Total,2190,6637,77423.26,11.7,2969,44.7,282,4.2,682,10.3,157,2.4,37,0.6,62,0.9,5926.06,0.89,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Boys,Total,Total,FSM,SEN Supp,Total,Total,Total,Total,Total,Total,Total,2586,10851,308178.5,28.4,10387,95.7,1183,10.9,2850,26.3,1164,10.7,217,2,412,3.8,24834.59,2.29,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,Academies and free schools,Free school meals,Boys,Total,Total,FSM,Total,Total,Total,Total,Total,Total,Total,Total,2318,38619,1497529.75,38.8,37536,97.2,11155,28.9,19508,50.5,8997,23.3,2799,7.2,4827,12.5,126583.63,3.28,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,Boys,Total,Total,FSM,Total,Total,Total,Total,Total,Total,Total,Total,3706,54890,1987539.51,36.2,50113,91.3,14704,26.8,25895,47.2,11650,21.2,3700,6.7,6305,11.5,167569.4,3.05,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,Converter academies,Free school meals,Boys,Total,Total,FSM,Total,Total,Total,Total,Total,Total,Total,Total,1397,19995,799357.25,40,19436,97.2,6237,31.2,10641,53.2,4824,24.1,1704,8.5,2808,14,68040.18,3.4,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,FE 14-16 colleges,Free school meals,Boys,Total,Total,FSM,Total,Total,Total,Total,Total,Total,Total,Total,7,11,100.5,9.1,8,72.7,0,0,2,18.2,0,0,0,0,0,0,7.33,0.67,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,Free schools,Free school meals,Boys,Total,Total,FSM,Total,Total,Total,Total,Total,Total,Total,Total,117,1398,60527.75,43.3,1366,97.7,543,38.8,842,60.2,667,47.7,209,14.9,380,27.2,5467.22,3.91,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,LA maintained mainstream,Free school meals,Boys,Total,Total,FSM,Total,Total,Total,Total,Total,Total,Total,Total,664,12121,473072.63,39,11745,96.9,3492,28.8,6229,51.4,2633,21.7,890,7.3,1463,12.1,39885.5,3.29,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,Sponsored academies,Free school meals,Boys,Total,Total,FSM,Total,Total,Total,Total,Total,Total,Total,Total,737,16599,612795.75,36.9,16119,97.1,4175,25.2,7670,46.2,3496,21.1,885,5.3,1635,9.8,51219.45,3.09,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,Free school meals,Boys,Total,Total,FSM,Total,Total,Total,Total,Total,Total,Total,Church of England,170,2824,113916.25,40.3,2765,97.9,851,30.1,1496,53,636,22.5,222,7.9,379,13.4,9604.43,3.4,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,Free school meals,Boys,Total,Total,FSM,Total,Total,Total,Total,Total,Total,Total,Hindu,2,15,764.25,51,15,100,7,46.7,11,73.3,7,46.7,5,33.3,7,46.7,70.51,4.7,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,Free school meals,Boys,Total,Total,FSM,Total,Total,Total,Total,Total,Total,Total,Jewish,9,43,2165.5,50.4,42,97.7,28,65.1,33,76.7,10,23.3,8,18.6,9,20.9,183.47,4.27,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,Converter academies,SEN status,Boys,Total,Total,Total,No SEN,Total,Total,Total,Total,Total,Total,Total,1406,125296,6851479.91,54.7,124599,99.4,75564,60.3,101837,81.3,52955,42.3,30010,24,41033,32.7,608159.81,4.85,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,FE 14-16 colleges,SEN status,Boys,Total,Total,Total,No SEN,Total,Total,Total,Total,Total,Total,Total,2,2,15,7.5,2,100,0,0,0,0,0,0,0,0,0,0,0.83,0.42,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,Free schools,SEN status,Boys,Total,Total,Total,No SEN,Total,Total,Total,Total,Total,Total,Total,118,5900,322008.13,54.6,5833,98.9,3627,61.5,4741,80.4,3691,62.6,1782,30.2,2571,43.6,29695.01,5.03,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,LA maintained mainstream,SEN status,Boys,Total,Total,Total,No SEN,Total,Total,Total,Total,Total,Total,Total,669,53606,2783061.79,51.9,53150,99.1,29130,54.3,41272,77,18884,35.2,9771,18.2,13999,26.1,243234.94,4.54,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,Sponsored academies,SEN status,Boys,Total,Total,Total,No SEN,Total,Total,Total,Total,Total,Total,Total,738,50392,2385968.51,47.3,49872,99,22644,44.9,34626,68.7,16068,31.9,6219,12.3,10034,19.9,205473.16,4.08,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,SEN status,Boys,Total,Total,Total,No SEN,Total,Total,Total,Total,Total,Total,Church of England,173,13228,714136.75,54,13139,99.3,7628,57.7,10557,79.8,5123,38.7,2741,20.7,3865,29.2,62690.02,4.74,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,SEN status,Boys,Total,Total,Total,No SEN,Total,Total,Total,Total,Total,Total,Hindu,2,133,8682.75,65.3,131,98.5,104,78.2,124,93.2,108,81.2,75,56.4,93,69.9,829.52,6.24,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,SEN status,Boys,Total,Total,Total,No SEN,Total,Total,Total,Total,Total,Total,Jewish,9,576,37360,64.9,573,99.5,474,82.3,541,93.9,249,43.2,200,34.7,229,39.8,3343.75,5.81,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,SEN status,Boys,Total,Total,Total,No SEN,Total,Total,Total,Total,Total,Total,Muslim,5,495,32482.25,65.6,495,100,418,84.4,469,94.7,437,88.3,246,49.7,331,66.9,3007.29,6.08,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,SEN status,Boys,Total,Total,Total,No SEN,Total,Total,Total,Total,Total,Total,No religious character,2473,196074,10196464.09,52,194603,99.2,107457,54.8,150862,76.9,74777,38.1,38510,19.6,54789,27.9,895917.11,4.57,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,SEN status,Boys,Total,Total,Total,No SEN,Total,Total,Total,Total,Total,Total,Other Christian faith,62,4801,276305,57.6,4752,99,3115,64.9,3897,81.2,2370,49.4,1574,32.8,1966,40.9,25018.23,5.21,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,SEN status,Boys,Total,Total,Total,No SEN,Total,Total,Total,Total,Total,Total,Roman catholic,273,22189,1187483,53.5,22038,99.3,12844,57.9,17747,80,8546,38.5,4475,20.2,6411,28.9,103954.67,4.68,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,SEN status,Boys,Total,Total,Total,No SEN,Total,Total,Total,Total,Total,Total,Sikh,4,213,11784.75,55.3,213,100,132,62,175,82.2,185,86.9,67,31.5,106,49.8,1100.48,5.17,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,SEN status,Boys,Total,Total,Total,No SEN,Total,Total,Total,Total,Total,non-selective schools in highly selective areas,Total,193,14366,677985,47.2,14247,99.2,6196,43.1,10102,70.3,3862,26.9,1369,9.5,2380,16.6,57254.08,3.99,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,SEN status,Boys,Total,Total,Total,No SEN,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,2703,211082,10880327.27,51.5,209442,99.2,114181,54.1,162066,76.8,78331,37.1,38338,18.2,56248,26.6,952564.67,4.51,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,SEN status,Boys,Total,Total,Total,No SEN,Total,Total,Total,Total,Total,selective schools,Total,105,12261,906386.32,73.9,12255,100,11795,96.2,12204,99.5,9602,78.3,8181,66.7,9162,74.7,86042.32,7.02,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,SEN status,Boys,Total,Total,Total,No SEN,Total,Total,Total,Total,Total,Total,Total,3003,237711,12464713.59,52.4,235946,99.3,132172,55.6,184372,77.6,91795,38.6,47888,20.1,67790,28.5,1095861.9,4.61,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,Studio schools,SEN status,Boys,Total,Total,Total,No SEN,Total,Total,Total,Total,Total,Total,Total,21,481,21601.5,44.9,472,98.1,184,38.3,320,66.5,26,5.4,9,1.9,17,3.5,1644.2,3.42,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,University technical colleges (UTCs),SEN status,Boys,Total,Total,Total,No SEN,Total,Total,Total,Total,Total,Total,Total,46,1793,86040.5,48,1777,99.1,843,47,1350,75.3,21,1.2,10,0.6,16,0.9,6371.27,3.55,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,Academies and free schools,SEN status,Boys,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Total,Total,1934,6149,182057.13,29.6,5517,89.7,961,15.6,1889,30.7,517,8.4,182,3,278,4.5,14723.69,2.39,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,Boys,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Total,Total,3272,16679,270343.39,16.2,8761,52.5,1332,8,2769,16.6,646,3.9,230,1.4,349,2.1,21299.93,1.28,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,Converter academies,SEN status,Boys,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Total,Total,1191,3920,121752.38,31.1,3505,89.4,693,17.7,1311,33.4,358,9.1,141,3.6,216,5.5,9921.56,2.53,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,FE 14-16 colleges,SEN status,Boys,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Total,Total,1,1,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,Free schools,SEN status,Boys,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Total,Total,86,219,6378.75,29.1,197,90,34,15.5,67,30.6,37,16.9,7,3.2,13,5.9,535.18,2.44,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,LA maintained mainstream,SEN status,Boys,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Total,Total,580,1950,55077.13,28.2,1700,87.2,272,13.9,552,28.3,125,6.4,46,2.4,68,3.5,4421.1,2.27,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,Sponsored academies,SEN status,Boys,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Total,Total,623,1924,51143.25,26.6,1732,90,215,11.2,471,24.5,122,6.3,34,1.8,49,2.5,4063.77,2.11,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,SEN status,Boys,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Total,Church of England,146,473,15105.25,31.9,442,93.4,82,17.3,169,35.7,37,7.8,19,4,27,5.7,1221.38,2.58,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,SEN status,Boys,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Total,Hindu,2,3,107.5,35.8,3,100,1,33.3,1,33.3,2,66.7,0,0,1,33.3,10.5,3.5,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,SEN status,Boys,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Total,Jewish,7,32,1149.5,35.9,22,68.8,11,34.4,16,50,4,12.5,3,9.4,4,12.5,95.15,2.97,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,SEN status,Boys,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Total,Muslim,2,3,71,23.7,3,100,0,0,0,0,0,0,0,0,0,0,5.67,1.89,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,SEN status,Boys,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Total,No religious character,2088,6800,196373.51,28.9,6039,88.8,1020,15,2014,29.6,525,7.7,179,2.6,271,4,15852.3,2.33,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,SEN status,Boys,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Total,Other Christian faith,48,153,4615,30.2,135,88.2,26,17,47,30.7,18,11.8,8,5.2,11,7.2,382.44,2.5,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,SEN status,Boys,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Total,Roman catholic,219,636,19816.5,31.2,574,90.3,94,14.8,197,31,56,8.8,19,3,32,5,1584.18,2.49,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,SEN status,Boys,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Total,Sikh,3,4,105,26.3,4,100,0,0,1,25,0,0,0,0,0,0,8.5,2.13,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,SEN status,Boys,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,non-selective schools in highly selective areas,Total,170,657,19861,30.2,605,92.1,92,14,181,27.5,40,6.1,11,1.7,16,2.4,1585.6,2.41,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,SEN status,Boys,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,2299,7387,213509.01,28.9,6558,88.8,1091,14.8,2208,29.9,582,7.9,201,2.7,311,4.2,17233.37,2.33,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,SEN status,Boys,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,selective schools,Total,46,60,3973.25,66.2,59,98.3,51,85,56,93.3,20,33.3,16,26.7,19,31.7,341.15,5.69,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,SEN status,Boys,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Total,Total,2516,8105,237347.26,29.3,7222,89.1,1234,15.2,2445,30.2,642,7.9,228,2.8,346,4.3,19160.45,2.36,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,All state-funded special schools,SEN status,Boys,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Total,Total,756,8574,32996.13,3.8,1539,17.9,98,1.1,324,3.8,4,0,2,0,3,0,2139.48,0.25,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,Studio schools,SEN status,Boys,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Total,Total,12,26,526.75,20.3,24,92.3,1,3.8,5,19.2,0,0,0,0,0,0,41,1.58,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,University technical colleges (UTCs),SEN status,Boys,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Total,Total,22,60,2256,37.6,59,98.3,18,30,35,58.3,0,0,0,0,0,0,162.18,2.7,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,Academies and free schools,SEN status,Boys,Total,Total,Total,SEN Supp,Total,Total,Total,Total,Total,Total,Total,2307,29540,1055084.89,35.7,28803,97.5,6236,21.1,12162,41.2,4593,15.5,1403,4.7,2376,8,86942.63,2.94,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,Boys,Total,Total,Total,SEN Supp,Total,Total,Total,Total,Total,Total,Total,2994,38710,1376659.14,35.6,37701,97.4,8059,20.8,15849,40.9,5813,15,1733,4.5,2943,7.6,113255.29,2.93,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,Admission type,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Total,selective schools,Total,106,12953,953165.95,73.6,12944,99.9,12393,95.7,12881,99.4,10005,77.2,8487,65.5,9527,73.6,90317.93,6.97,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,Total,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,3018,285027,14085588.49,49.4,281218,98.7,141505,49.6,202761,71.1,98248,34.5,49849,17.5,71078,24.9,1228875.97,4.31,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,All state-funded special schools,Total,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,756,8622,33441.88,3.9,1567,18.2,99,1.1,331,3.8,6,0.1,2,0,4,0,2167.65,0.25,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,Studio schools,Admission type,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,21,660,27551,41.7,646,97.9,215,32.6,384,58.2,34,5.2,9,1.4,21,3.2,2104.89,3.19,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,Studio schools,Total,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,21,660,27551,41.7,646,97.9,215,32.6,384,58.2,34,5.2,9,1.4,21,3.2,2104.89,3.19,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,University technical colleges (UTCs),Admission type,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in highly selective areas,Total,4,140,5469.25,39.1,137,97.9,37,26.4,78,55.7,0,0,0,0,0,0,376.35,2.69,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,University technical colleges (UTCs),Admission type,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,42,2203,101735.75,46.2,2183,99.1,956,43.4,1578,71.6,26,1.2,11,0.5,20,0.9,7556.51,3.43,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,University technical colleges (UTCs),Total,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,46,2343,107205,45.8,2320,99,993,42.4,1656,70.7,26,1.1,11,0.5,20,0.9,7932.86,3.39,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,All state-funded,Primary need,Boys,Total,Total,Total,Total,Visual Impairment,All primary need,Total,Total,Total,Total,Total,477,568,24891.25,43.8,531,93.5,224,39.4,324,57,141,24.8,72,12.7,98,17.3,2121.79,3.74,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,Academies and free schools,First language,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Unclassified EAL,Total,Total,349,761,33828.5,44.5,739,97.1,297,39,468,61.5,247,32.5,96,12.6,133,17.5,2926.14,3.85,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,All state-funded,First language,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Unclassified EAL,Total,Total,463,1469,46896.75,31.9,1245,84.8,391,26.6,657,44.7,280,19.1,112,7.6,154,10.5,4048.63,2.76,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,Converter academies,First language,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Unclassified EAL,Total,Total,192,393,18569,47.2,387,98.5,175,44.5,260,66.2,140,35.6,63,16,83,21.1,1620.49,4.12,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,FE 14-16 colleges,First language,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Unclassified EAL,Total,Total,16,549,7314.25,13.3,377,68.7,41,7.5,102,18.6,0,0,0,0,0,0,626.5,1.14,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,Free schools,First language,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Unclassified EAL,Total,Total,29,51,2377.5,46.6,51,100,22,43.1,40,78.4,32,62.7,8,15.7,14,27.5,214.84,4.21,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,LA maintained mainstream,First language,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Unclassified EAL,Total,Total,79,136,5687.25,41.8,126,92.6,53,39,86,63.2,33,24.3,16,11.8,21,15.4,491.98,3.62,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,Sponsored academies,First language,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Unclassified EAL,Total,Total,115,295,11801.25,40,279,94.6,92,31.2,152,51.5,73,24.7,25,8.5,34,11.5,1008.65,3.42,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,First language,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Unclassified EAL,Total,Church of England,22,35,1417.5,40.5,33,94.3,11,31.4,22,62.9,9,25.7,4,11.4,7,20,123.17,3.52,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,First language,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Unclassified EAL,Total,Muslim,3,5,262.5,52.5,5,100,3,60,4,80,4,80,2,40,3,60,24.49,4.9,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,First language,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Unclassified EAL,Total,No religious character,359,776,34347.5,44.3,748,96.4,307,39.6,480,61.9,245,31.6,94,12.1,129,16.6,2969.46,3.83,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,First language,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Unclassified EAL,Total,Other Christian faith,15,20,828,41.4,19,95,6,30,10,50,6,30,3,15,5,25,72.82,3.64,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,First language,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Unclassified EAL,Total,Roman catholic,29,61,2660.25,43.6,60,98.4,23,37.7,38,62.3,16,26.2,9,14.8,10,16.4,228.18,3.74,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,First language,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Unclassified EAL,non-selective schools in highly selective areas,Total,31,47,2046,43.5,47,100,18,38.3,24,51.1,11,23.4,3,6.4,4,8.5,168.53,3.59,:,:,:,:,:
202021,Academic year,National,E92000001,England,Revised,State-funded mainstream,First language,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Unclassified EAL,non-selective schools in other areas,Total,374,809,34477.75,42.6,777,96,293,36.2,489,60.4,239,29.5,84,10.4,122,15.1,2963.57,3.66,:,:,:,:,:
