time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,idaci_decile,ru11ind_pupil_residency,pupil_residency_detail,level_methodology,establishment_type,version,t_schools,t_pupils,t_att8,avg_att8,t_entbasics,pt_entbasics,t_l2basics_95,pt_l2basics_95,t_l2basics_94,pt_l2basics_94,t_ebacc_e_ptq_ee,pt_ebacc_e_ptq_ee,t_ebaccaps,avg_ebaccaps,t_ebacc_95,pt_ebacc_95,t_ebacc_94,pt_ebacc_94,t_inp8calc,t_p8score,avg_p8score,p8score_ci_low,p8score_ci_upp
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,60-70%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,291,2929,140651.75,48,2856,97.5,1426,48.7,2029,69.3,1230,42,12473.7,4.26,578,19.7,783,26.7,2793,279.851,0.1,0.05,0.15
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,70-80%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,219,1864,92429,49.6,1805,96.8,964,51.7,1339,71.8,746,40,8127.44,4.36,372,20,514,27.6,1795,294.805,0.16,0.1,0.23
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,70-80%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,354,4759,236090.25,49.6,4630,97.3,2465,51.8,3440,72.3,1931,40.6,20792,4.37,941,19.8,1310,27.5,4583,680.308,0.15,0.11,0.19
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,70-80%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,282,2895,143661.25,49.6,2825,97.6,1501,51.8,2101,72.6,1185,40.9,12664.56,4.37,569,19.7,796,27.5,2788,385.503,0.14,0.09,0.19
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,80-90%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,214,2064,104812.25,50.8,2019,97.8,1121,54.3,1541,74.7,865,41.9,9238.69,4.48,430,20.8,587,28.4,2001,421.182,0.21,0.15,0.27
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,80-90%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,348,5218,266403.88,51.1,5092,97.6,2872,55,3935,75.4,2280,43.7,23616.14,4.53,1137,21.8,1563,30,5039,1009.716,0.2,0.16,0.24
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,80-90%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,294,3154,161591.63,51.2,3073,97.4,1751,55.5,2394,75.9,1415,44.9,14377.45,4.56,707,22.4,976,30.9,3038,588.534,0.19,0.14,0.24
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,90-100%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,152,1383,73448.5,53.1,1358,98.2,840,60.7,1092,79,589,42.6,6545.9,4.73,333,24.1,427,30.9,1340,331.354,0.25,0.17,0.32
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,90-100%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,269,4056,218245.75,53.8,3975,98,2494,61.5,3263,80.4,1943,47.9,19583.74,4.83,1056,26,1402,34.6,3920,1450.131,0.37,0.33,0.41
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,90-100%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,227,2673,144797.25,54.2,2617,97.9,1654,61.9,2171,81.2,1354,50.7,13037.84,4.88,723,27,975,36.5,2580,1118.777,0.43,0.38,0.49
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Total,Rural,4 Rural - Town and fringe,Pupil residency,State-funded schools (LA),Provisional,362,7816,360618.75,46.1,7583,97,3504,44.8,5230,66.9,2779,35.6,31435.05,4.02,1216,15.6,1762,22.5,7594,-414.627,-0.05,-0.09,-0.02
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Total,Rural,5 Rural - Village,Pupil residency,State-funded schools (LA),Provisional,326,4038,194984.75,48.3,3917,97,1928,47.7,2757,68.3,1509,37.4,17105.27,4.24,749,18.5,1008,25,3885,466.589,0.12,0.08,0.16
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Total,Rural,6 Rural - Hamlet and isolated dwellings,Pupil residency,State-funded schools (LA),Provisional,250,1377,65351,47.5,1324,96.2,643,46.7,929,67.5,513,37.3,5736.68,4.17,245,17.8,344,25,1317,46.71,0.04,-0.04,0.11
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Total,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,449,13231,620954.5,46.9,12824,96.9,6075,45.9,8916,67.4,4801,36.3,54277,4.1,2210,16.7,3114,23.5,12796,98.672,0.01,-0.02,0.03
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Total,Total,Total,Pupil residency,State-funded schools (LA),Provisional,551,53003,2387429.02,45,51133,96.5,22482,42.4,33582,63.4,19217,36.3,208711.03,3.94,8109,15.3,11757,22.2,50362,-2317.043,-0.05,-0.06,-0.03
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Total,Urban,1 Urban - Major conurbation,Pupil residency,State-funded schools (LA),Provisional,15,366,16108,44,355,97,131,35.8,216,59,95,26,1365.71,3.73,35,9.6,50,13.7,363,-53.33,-0.15,-0.29,0
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Total,Urban,2 Urban - Minor conurbation,Pupil residency,State-funded schools (LA),Provisional,116,8737,395169,45.2,8447,96.7,3671,42,5546,63.5,2923,33.5,34455.17,3.94,1256,14.4,1862,21.3,8281,-886.104,-0.11,-0.14,-0.08
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Total,Urban,3 Urban - City and town,Pupil residency,State-funded schools (LA),Provisional,427,30669,1355197.52,44.2,29507,96.2,12605,41.1,18904,61.6,11398,37.2,118613.15,3.87,4608,15,6731,21.9,28922,-1476.281,-0.05,-0.07,-0.03
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Total,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,465,39772,1766474.52,44.4,38309,96.3,16407,41.3,24666,62,14416,36.2,154434.03,3.88,5899,14.8,8643,21.7,37566,-2415.715,-0.06,-0.08,-0.05
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Unknown,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,118,637,29336,46.1,612,96.1,285,44.7,417,65.5,243,38.1,2566.97,4.03,105,16.5,141,22.1,613,-38.751,-0.06,-0.18,0.05
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Unknown,Total,Total,Pupil residency,State-funded schools (LA),Provisional,286,2698,124399.75,46.1,2622,97.2,1202,44.6,1775,65.8,1060,39.3,10897.18,4.04,434,16.1,638,23.6,2523,81.343,0.03,-0.02,0.09
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Unknown,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,245,2061,95063.75,46.1,2010,97.5,917,44.5,1358,65.9,817,39.6,8330.21,4.04,329,16,497,24.1,1910,120.094,0.06,0,0.13
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,0-10%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,10,19,603,31.7,17,89.5,5,26.3,8,42.1,3,15.8,50.84,2.68,1,5.3,1,5.3,19,-17.337,-0.91,-1.55,-0.28
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,0-10%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,400,12581,491157.5,39,11953,95,3800,30.2,6305,50.1,3831,30.5,41387.73,3.29,1022,8.1,1686,13.4,11797,-4040.552,-0.34,-0.37,-0.32
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,0-10%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,400,12562,490554.5,39.1,11936,95,3795,30.2,6297,50.1,3828,30.5,41336.89,3.29,1021,8.1,1685,13.4,11778,-4023.215,-0.34,-0.37,-0.32
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,10-20%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,11,41,1500.25,36.6,39,95.1,14,34.1,21,51.2,8,19.5,121.16,2.96,0,0,2,4.9,40,-23.408,-0.59,-1.02,-0.15
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,10-20%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,439,10099,414675,41.1,9672,95.8,3483,34.5,5405,53.5,3349,33.2,35232.65,3.49,1004,9.9,1591,15.8,9434,-1944.036,-0.21,-0.23,-0.18
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,10-20%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,437,10058,413174.75,41.1,9633,95.8,3469,34.5,5384,53.5,3341,33.2,35111.49,3.49,1004,10,1589,15.8,9394,-1920.628,-0.2,-0.23,-0.18
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,20-30%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,65,340,14337.25,42.2,326,95.9,124,36.5,185,54.4,81,23.8,1218.64,3.58,34,10,56,16.5,334,-73.756,-0.22,-0.37,-0.07
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,20-30%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,442,7005,298382,42.6,6735,96.1,2575,36.8,3981,56.8,2197,31.4,25324.84,3.62,752,10.7,1134,16.2,6571,-1009.52,-0.15,-0.19,-0.12
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,20-30%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,420,6665,284044.75,42.6,6409,96.2,2451,36.8,3796,57,2116,31.7,24106.2,3.62,718,10.8,1078,16.2,6237,-935.764,-0.15,-0.19,-0.11
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,30-40%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,121,645,27931,43.3,621,96.3,247,38.3,392,60.8,183,28.4,2394.47,3.71,68,10.5,113,17.5,617,-136.326,-0.22,-0.33,-0.11
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,30-40%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,458,5690,252456.5,44.4,5475,96.2,2284,40.1,3475,61.1,1860,32.7,21624.68,3.8,715,12.6,1063,18.7,5403,-507.422,-0.09,-0.13,-0.06
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,30-40%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,440,5045,224525.5,44.5,4854,96.2,2037,40.4,3083,61.1,1677,33.2,19230.21,3.81,647,12.8,950,18.8,4786,-371.096,-0.08,-0.12,-0.04
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,40-50%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,116,539,24071.75,44.7,526,97.6,221,41,337,62.5,174,32.3,2083.57,3.87,71,13.2,104,19.3,527,-41.743,-0.08,-0.2,0.04
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,40-50%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,430,5204,234756.25,45.1,5023,96.5,2207,42.4,3217,61.8,1831,35.2,20204.57,3.88,678,13,1030,19.8,4971,-284.055,-0.06,-0.1,-0.02
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,40-50%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,417,4665,210684.5,45.2,4497,96.4,1986,42.6,2880,61.7,1657,35.5,18121,3.88,607,13,926,19.8,4444,-242.312,-0.05,-0.1,-0.01
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,50-60%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,145,1020,47636,46.7,992,97.3,470,46.1,699,68.5,364,35.7,4134.16,4.05,149,14.6,215,21.1,978,-14.577,-0.01,-0.1,0.07
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,50-60%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,427,4787,224037.5,46.8,4640,96.9,2192,45.8,3232,67.5,1765,36.9,19382.95,4.05,684,14.3,1022,21.3,4565,-218.438,-0.05,-0.09,-0.01
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,50-60%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,400,3767,176401.5,46.8,3648,96.8,1722,45.7,2533,67.2,1401,37.2,15248.79,4.05,535,14.2,807,21.4,3587,-203.861,-0.06,-0.1,-0.01
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,60-70%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,204,1503,71980,47.9,1470,97.8,704,46.8,1058,70.4,513,34.1,6246.85,4.16,213,14.2,326,21.7,1447,-12.7,-0.01,-0.08,0.06
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,60-70%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,425,5151,250048.5,48.5,5009,97.2,2478,48.1,3635,70.6,1943,37.7,21730.97,4.22,846,16.4,1236,24,4928,178.581,0.04,0,0.08
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,60-70%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,394,3648,178068.5,48.8,3539,97,1774,48.6,2577,70.6,1430,39.2,15484.12,4.24,633,17.4,910,24.9,3481,191.281,0.05,0.01,0.1
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,70-80%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,169,1250,60746,48.6,1209,96.7,607,48.6,885,70.8,508,40.6,5337.77,4.27,226,18.1,323,25.8,1195,54.66,0.05,-0.03,0.13
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,70-80%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,376,4681,231817.25,49.5,4536,96.9,2420,51.7,3374,72.1,1947,41.6,20299.72,4.34,864,18.5,1244,26.6,4483,328.291,0.07,0.03,0.11
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,70-80%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,339,3431,171071.25,49.9,3327,97,1813,52.8,2489,72.5,1439,41.9,14961.95,4.36,638,18.6,921,26.8,3288,273.631,0.08,0.03,0.13
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,80-90%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,190,1228,60175.5,49,1191,97,609,49.6,869,70.8,474,38.6,5266.19,4.29,220,17.9,318,25.9,1189,17.58,0.01,-0.07,0.1
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,80-90%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,356,4577,234554.75,51.2,4476,97.8,2457,53.7,3431,75,2099,45.9,20724.08,4.53,950,20.8,1363,29.8,4426,527.606,0.12,0.08,0.16
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,80-90%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,314,3349,174379.25,52.1,3285,98.1,1848,55.2,2562,76.5,1625,48.5,15457.89,4.62,730,21.8,1045,31.2,3237,510.026,0.16,0.11,0.21
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,90-100%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,149,1049,55481,52.9,1024,97.6,604,57.6,807,76.9,420,40,4906.35,4.68,235,22.4,325,31,1017,281.662,0.28,0.19,0.36
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,90-100%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,324,4663,254931,54.7,4573,98.1,2887,61.9,3761,80.7,2261,48.5,22736.19,4.88,1220,26.2,1641,35.2,4475,1450.925,0.32,0.28,0.37
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,90-100%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,292,3614,199450,55.2,3549,98.2,2283,63.2,2954,81.7,1841,50.9,17829.84,4.93,985,27.3,1316,36.4,3458,1169.263,0.34,0.29,0.39
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Total,Rural,4 Rural - Town and fringe,Pupil residency,State-funded schools (LA),Provisional,252,3649,170076.75,46.6,3536,96.9,1647,45.1,2444,67,1234,33.8,14732.99,4.04,531,14.6,785,21.5,3541,-169.768,-0.05,-0.09,0
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Total,Rural,5 Rural - Village,Pupil residency,State-funded schools (LA),Provisional,267,2506,122604.5,48.9,2441,97.4,1252,50,1776,70.9,946,37.7,10753.92,4.29,445,17.8,641,25.6,2413,119.885,0.05,-0.01,0.11
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Total,Rural,6 Rural - Hamlet and isolated dwellings,Pupil residency,State-funded schools (LA),Provisional,258,2031,98224.25,48.4,1974,97.2,964,47.5,1419,69.9,736,36.2,8562.38,4.22,327,16.1,476,23.4,1938,71.096,0.04,-0.03,0.1
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Total,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,355,8186,390905.5,47.8,7951,97.1,3863,47.2,5639,68.9,2916,35.6,34049.29,4.16,1303,15.9,1902,23.2,7892,21.213,0,-0.03,0.03
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Total,Total,Total,Pupil residency,State-funded schools (LA),Provisional,544,67816,3039060.5,44.8,65352,96.4,28222,41.6,41895,61.8,24243,35.7,261747.34,3.86,9168,13.5,13648,20.1,64209,-5582.146,-0.09,-0.1,-0.08
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Total,Urban,1 Urban - Major conurbation,Pupil residency,State-funded schools (LA),Provisional,296,34202,1529848.25,44.7,32961,96.4,14110,41.3,20767,60.7,12921,37.8,131460.34,3.84,4626,13.5,6939,20.3,32091,-1698.891,-0.05,-0.07,-0.04
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Total,Urban,3 Urban - City and town,Pupil residency,State-funded schools (LA),Provisional,360,25428,1118306.75,44,24440,96.1,10249,40.3,15489,60.9,8406,33.1,96237.71,3.78,3239,12.7,4807,18.9,24226,-3904.468,-0.16,-0.18,-0.14
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Total,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,514,59630,2648155,44.4,57401,96.3,24359,40.9,36256,60.8,21327,35.8,227698.05,3.82,7865,13.2,11746,19.7,56317,-5603.359,-0.1,-0.11,-0.09
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Unknown,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,95,552,26443.75,47.9,536,97.1,258,46.7,378,68.5,188,34.1,2289.29,4.15,86,15.6,119,21.6,529,-12.842,-0.02,-0.14,0.1
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Unknown,Total,Total,Pupil residency,State-funded schools (LA),Provisional,352,3378,152244.25,45.1,3260,96.5,1439,42.6,2079,61.5,1160,34.3,13098.96,3.88,433,12.8,638,18.9,3156,-63.526,-0.02,-0.07,0.03
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Unknown,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,334,2826,125800.5,44.5,2724,96.4,1181,41.8,1701,60.2,972,34.4,10809.67,3.83,347,12.3,519,18.4,2627,-50.684,-0.02,-0.07,0.03
202223,Academic year,Regional,E92000001,England,E12000006,East of England,0-10%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,17,98,3520,35.9,86,87.8,28,28.6,47,48,15,15.3,292.01,2.98,5,5.1,6,6.1,95,-58.517,-0.62,-0.9,-0.33
202223,Academic year,Regional,E92000001,England,E12000006,East of England,0-10%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,281,3486,128756.5,36.9,3249,93.2,976,28,1665,47.8,905,26,10908.39,3.13,251,7.2,430,12.3,3317,-1402.802,-0.42,-0.47,-0.37
202223,Academic year,Regional,E92000001,England,E12000006,East of England,0-10%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,276,3388,125236.5,37,3163,93.4,948,28,1618,47.8,890,26.3,10616.38,3.13,246,7.3,424,12.5,3222,-1344.285,-0.42,-0.47,-0.37
202223,Academic year,Regional,E92000001,England,E12000006,East of England,10-20%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,58,194,8308.75,42.8,185,95.4,71,36.6,120,61.9,65,33.5,713.7,3.68,24,12.4,32,16.5,181,2.896,0.02,-0.19,0.22
202223,Academic year,Regional,E92000001,England,E12000006,East of England,10-20%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,409,5132,200709.75,39.1,4876,95,1641,32,2686,52.3,1517,29.6,17216.52,3.35,497,9.7,753,14.7,4866,-1606.467,-0.33,-0.37,-0.29
202223,Academic year,Regional,E92000001,England,E12000006,East of England,10-20%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,402,4938,192401,39,4691,95,1570,31.8,2566,52,1452,29.4,16502.82,3.34,473,9.6,721,14.6,4685,-1609.363,-0.34,-0.38,-0.3
202223,Academic year,Regional,E92000001,England,E12000006,East of England,20-30%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,139,706,28844.75,40.9,682,96.6,230,32.6,384,54.4,191,27.1,2451.1,3.47,57,8.1,94,13.3,689,-181.549,-0.26,-0.37,-0.16
202223,Academic year,Regional,E92000001,England,E12000006,East of England,20-30%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,477,6583,271325.64,41.2,6255,95,2293,34.8,3657,55.6,2269,34.5,23517.36,3.57,778,11.8,1165,17.7,6207,-1304.736,-0.21,-0.25,-0.18
202223,Academic year,Regional,E92000001,England,E12000006,East of England,20-30%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,445,5877,242480.89,41.3,5573,94.8,2063,35.1,3273,55.7,2078,35.4,21066.26,3.58,721,12.3,1071,18.2,5518,-1123.187,-0.2,-0.24,-0.17
202223,Academic year,Regional,E92000001,England,E12000006,East of England,30-40%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,200,1225,50738.75,41.4,1172,95.7,419,34.2,691,56.4,357,29.1,4351.61,3.55,135,11,212,17.3,1196,-330.568,-0.28,-0.36,-0.2
202223,Academic year,Regional,E92000001,England,E12000006,East of England,30-40%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,484,7186,309586.75,43.1,6904,96.1,2796,38.9,4283,59.6,2502,34.8,26876.53,3.74,942,13.1,1442,20.1,6818,-888.675,-0.13,-0.16,-0.1
202223,Academic year,Regional,E92000001,England,E12000006,East of England,30-40%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,456,5961,258848,43.4,5732,96.2,2377,39.9,3592,60.3,2145,36,22524.92,3.78,807,13.5,1230,20.6,5622,-558.107,-0.1,-0.14,-0.06
202223,Academic year,Regional,E92000001,England,E12000006,East of England,40-50%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,244,1901,83666,44,1838,96.7,777,40.9,1192,62.7,655,34.5,7258.36,3.82,241,12.7,348,18.3,1843,-176.672,-0.1,-0.16,-0.03
202223,Academic year,Regional,E92000001,England,E12000006,East of England,40-50%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,506,7349,332061.38,45.2,7072,96.2,3120,42.5,4716,64.2,2741,37.3,29018.72,3.95,1094,14.9,1611,21.9,7016,-327.783,-0.05,-0.08,-0.01
202223,Academic year,Regional,E92000001,England,E12000006,East of England,40-50%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,471,5448,248395.38,45.6,5234,96.1,2343,43,3524,64.7,2086,38.3,21760.36,3.99,853,15.7,1263,23.2,5173,-151.111,-0.03,-0.07,0.01
202223,Academic year,Regional,E92000001,England,E12000006,East of England,50-60%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,282,2681,121371.75,45.3,2595,96.8,1138,42.4,1746,65.1,931,34.7,10562.54,3.94,388,14.5,566,21.1,2586,-101.35,-0.04,-0.09,0.02
202223,Academic year,Regional,E92000001,England,E12000006,East of England,50-60%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,487,7379,344918,46.7,7143,96.8,3404,46.1,4972,67.4,2899,39.3,30285.82,4.1,1271,17.2,1821,24.7,7017,-69.557,-0.01,-0.04,0.02
202223,Academic year,Regional,E92000001,England,E12000006,East of England,50-60%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,422,4698,223546.25,47.6,4548,96.8,2266,48.2,3226,68.7,1968,41.9,19723.28,4.2,883,18.8,1255,26.7,4431,31.793,0.01,-0.03,0.05
202223,Academic year,Regional,E92000001,England,E12000006,East of England,60-70%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,277,2951,137931.25,46.7,2856,96.8,1343,45.5,2006,68,1066,36.1,12079.35,4.09,452,15.3,649,22,2851,62.651,0.02,-0.03,0.07
202223,Academic year,Regional,E92000001,England,E12000006,East of England,60-70%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,476,7006,337289.51,48.1,6809,97.2,3378,48.2,4897,69.9,2788,39.8,29723.99,4.24,1257,17.9,1763,25.2,6703,552.69,0.08,0.05,0.12
202223,Academic year,Regional,E92000001,England,E12000006,East of England,60-70%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,401,4055,199358.26,49.2,3953,97.5,2035,50.2,2891,71.3,1722,42.5,17644.64,4.35,805,19.9,1114,27.5,3852,490.039,0.13,0.08,0.17
202223,Academic year,Regional,E92000001,England,E12000006,East of England,70-80%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,282,2899,143829.75,49.6,2811,97,1479,51,2084,71.9,1152,39.7,12703.96,4.38,539,18.6,767,26.5,2790,507.792,0.18,0.13,0.23
202223,Academic year,Regional,E92000001,England,E12000006,East of England,70-80%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,465,7381,370776.76,50.2,7185,97.3,3868,52.4,5404,73.2,3214,43.5,32892.82,4.46,1519,20.6,2161,29.3,7077,1285.794,0.18,0.15,0.21
202223,Academic year,Regional,E92000001,England,E12000006,East of England,70-80%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,401,4482,226947.01,50.6,4374,97.6,2389,53.3,3320,74.1,2062,46,20188.86,4.5,980,21.9,1394,31.1,4287,778.002,0.18,0.14,0.22
202223,Academic year,Regional,E92000001,England,E12000006,East of England,80-90%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,255,2235,113023.75,50.6,2189,97.9,1194,53.4,1677,75,904,40.4,9995.25,4.47,480,21.5,643,28.8,2152,376.1,0.17,0.12,0.23
202223,Academic year,Regional,E92000001,England,E12000006,East of England,80-90%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,417,6487,339087.5,52.3,6365,98.1,3668,56.5,5025,77.5,2898,44.7,30165.74,4.65,1565,24.1,2064,31.8,6200,1587.578,0.26,0.22,0.29
202223,Academic year,Regional,E92000001,England,E12000006,East of England,80-90%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,361,4252,226063.75,53.2,4176,98.2,2474,58.2,3348,78.7,1994,46.9,20170.49,4.74,1085,25.5,1421,33.4,4048,1211.478,0.3,0.26,0.34
202223,Academic year,Regional,E92000001,England,E12000006,East of England,90-100%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,195,1657,85881,51.8,1616,97.5,927,55.9,1277,77.1,769,46.4,7743.77,4.67,415,25,574,34.6,1553,488.809,0.31,0.24,0.39
202223,Academic year,Regional,E92000001,England,E12000006,East of England,90-100%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,338,5861,327516.88,55.9,5732,97.8,3747,63.9,4785,81.6,3026,51.6,29695.55,5.07,1800,30.7,2320,39.6,5466,2234.425,0.41,0.37,0.45
202223,Academic year,Regional,E92000001,England,E12000006,East of England,90-100%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,287,4204,241635.88,57.5,4116,97.9,2820,67.1,3508,83.4,2257,53.7,21951.78,5.22,1385,32.9,1746,41.5,3913,1745.616,0.45,0.4,0.49
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Total,Rural,4 Rural - Town and fringe,Pupil residency,State-funded schools (LA),Provisional,442,9407,437947.75,46.6,9102,96.8,4235,45,6266,66.6,3363,35.7,38220.77,4.06,1508,16,2137,22.7,9081,198.316,0.02,-0.01,0.05
