time_period,time_identifier,geographic_level,country_code,country_name,version,establishment_type,breakdown,gender,prior_attainment,admission_type,religious_denomination,t_schools,t_pupils,t_att8,avg_att8,t_entbasics,pt_entbasics,t_l2basics_95,pt_l2basics_95,t_l2basics_94,pt_l2basics_94,t_ebacc_e_ptq_ee,pt_ebacc_e_ptq_ee,t_ebacc_95,pt_ebacc_95,t_ebacc_94,pt_ebacc_94,t_ebaccaps,avg_ebaccaps,t_inp8calc,t_p8score,avg_p8score,p8score_ci_low,p8score_ci_upp,t_p8eng,avg_p8eng,p8eng_ci_low,p8eng_ci_upp,t_p8mat,avg_p8mat,p8mat_ci_low,p8mat_ci_upp,t_p8ebac,avg_p8ebac,p8ebac_ci_low,p8ebac_ci_upp,t_p8open,avg_p8open,p8open_ci_low,p8open_ci_upp,t_entry_1,pt_entry_1,t_anypass,pt_anypass,t_ebaceng_e,pt_ebaceng_e,t_ebacmat_e,pt_ebacmat_e,t_ebac2sci_e,pt_ebac2sci_e,t_ebachum_e,pt_ebachum_e,t_ebaclan_e,pt_ebaclan_e,t_ebaceng_95,pt_ebaceng_95,t_ebacmat_95,pt_ebacmat_95,t_ebac2sci_95,pt_ebac2sci_95,t_ebachum_95,pt_ebachum_95,t_ebaclan_95,pt_ebaclan_95,t_ebaceng_94,pt_ebaceng_94,t_ebacmat_94,pt_ebacmat_94,t_ebac2sci_94,pt_ebac2sci_94,t_ebachum_94,pt_ebachum_94,t_ebaclan_94,pt_ebaclan_94,t_ebptseng_ll,avg_ebptseng_ll,t_ebptsmat,avg_ebptsmat,t_ebptssci,avg_ebptssci,t_ebptshum,avg_ebptshum,t_ebptslan,avg_ebptslan,t_att8_eng,avg_att8_eng,t_att8_mat,avg_att8_mat,t_att8_ebac,avg_att8_ebac,t_att8_open,avg_att8_open,t_att8_open_g,avg_att8_open_g,t_att8_open_ng,avg_att8_open_ng,t_ebac_fill,avg_ebac_fill,t_open_fill,avg_open_fill,t_ebaccsubjent_0,pt_ebaccsubjent_0,t_ebaccsubjent_1,pt_ebaccsubjent_1,t_ebaccsubjent_2,pt_ebaccsubjent_2,t_ebaccsubjent_3,pt_ebaccsubjent_3,t_ebaccsubjent_4,pt_ebaccsubjent_4,t_ent_comb_sci,pt_ent_comb_sci,t_eballsci_ptq_ee,pt_eballsci_ptq_ee,t_triplesci_e,pt_triplesci_e,t_ent_hist_geog,pt_ent_hist_geog,t_multilan_e,pt_multilan_e,t_entered_art,pt_entered_art,t_entered_music_qual,pt_entered_music_qual,t_entered_arts_qual,pt_entered_arts_qual
201920,Academic year,National,E92000001,England,Revised,"State-funded inc hosp, PRU & AP",Prior attainment,Girls,High prior,Total,Total,3293,110752,7404401.07,66.9,110315,99.6,96687,87.3,107184,96.8,70130,63.3,54884,49.6,65066,58.7,674928.53,6.09,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,110503,99.8,110479,99.8,109795,99.1,110400,99.7,109529,98.9,98552,89,77991,70.4,104473,94.3,98962,89.4,94463,86.2,86573,87.8,65900,84.5,108415,97.9,107965,97.5,105162,96,93542,94.9,73917,94.8,761329.9,6.87,709980,6.41,714170.5,6.45,657367,5.94,492569.1,4.45,1525040.8,13.8,1419960,12.8,2192732.61,19.8,2266667.66,20.5,2018320.41,18.2,248347.25,2.2,327759,3,327821,3,286,0.3,428,0.4,427,0.4,3589,3.2,35892,32.4,56708,51.2,52825,47.7,52774,47.7,10850,9.8,5419,4.9,62120,56.1,11284,10.2,69397,62.7
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Religious denomination by prior attainment,Girls,High prior,Total,Church of England,174,6303,425433.25,67.5,6293,99.8,5536,87.8,6130,97.3,3918,62.2,3078,48.8,3667,58.2,38578.21,6.12,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6296,99.9,6295,99.9,6265,99.4,6295,99.9,6261,99.3,5548,88,4419,70.1,5969,94.7,5669,89.9,5481,87.5,4944,89.1,3771,85.3,6193,98.3,6169,97.9,6040,96.5,5317,95.8,4215,95.4,43553,6.91,40469,6.42,40952,6.5,37559,5.96,27985.75,4.44,87230,13.8,80938,12.8,125875.25,20,131390,20.8,120097.5,19.1,11292.5,1.8,18697,3,18734,3,8,0.1,16,0.3,17,0.3,228,3.6,2116,33.6,3302,52.4,2959,46.9,2956,46.9,587,9.3,263,4.2,3607,57.2,677,10.7,3949,62.7
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Religious denomination by prior attainment,Girls,High prior,Total,Hindu,1,38,2891.5,76.1,38,100,38,100,38,100,36,94.7,31,81.6,36,94.7,284.01,7.47,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,38,100,38,100,38,100,38,100,38,100,38,100,36,94.7,38,100,38,100,38,100,38,100,31,86.1,38,100,38,100,38,100,38,100,36,100,280,7.37,282,7.42,292,7.68,300,7.89,258,6.79,560,14.7,564,14.8,903,23.8,864.5,22.8,864.5,22.8,0,0,114,3,114,3,0,0,0,0,0,0,0,0,2,5.3,17,44.7,21,55.3,21,55.3,0,0,0,0,18,47.4,2,5.3,18,47.4
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Religious denomination by prior attainment,Girls,High prior,Total,Jewish,12,356,26694.5,75,355,99.7,344,96.6,352,98.9,191,53.7,182,51.1,191,53.7,2429.11,6.82,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,355,99.7,355,99.7,355,99.7,355,99.7,345,96.9,299,84,232,65.2,353,99.2,345,96.9,335,97.1,289,96.7,226,97.4,355,99.7,352,98.9,342,99.1,297,99.3,231,99.6,2674,7.51,2608.75,7.33,2608,7.33,2259,6.35,1817,5.1,5348,15,5217.5,14.7,8183.5,23,7945.5,22.3,7764.5,21.8,181,0.5,1059,3,1055,3,1,0.3,0,0,0,0,25,7,139,39,165,46.3,180,50.6,174,48.9,58,16.3,27,7.6,172,48.3,34,9.6,179,50.3
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Religious denomination by prior attainment,Girls,High prior,Total,Muslim,9,286,21517.5,75.2,286,100,275,96.2,283,99,267,93.4,230,80.4,259,90.6,2057.78,7.2,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,286,100,286,100,286,100,286,100,286,100,279,97.6,270,94.4,283,99,276,96.5,277,96.9,270,96.8,243,90,285,99.7,284,99.3,285,99.7,275,98.6,266,98.5,2204,7.71,2039,7.13,2148.5,7.51,2020,7.06,1787,6.25,4408,15.4,4078,14.3,6536.5,22.9,6495,22.7,6132,21.4,363,1.3,857,3,855,3,0,0,0,0,0,0,4,1.4,15,5.2,125,43.7,161,56.3,161,56.3,10,3.5,64,22.4,58,20.3,0,0,84,29.4
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Religious denomination by prior attainment,Girls,High prior,Total,No religious character,2500,89528,5991064.74,66.9,89312,99.8,78339,87.5,86856,97,56642,63.3,44243,49.4,52486,58.6,546275.52,6.1,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,89412,99.9,89397,99.9,89081,99.5,89348,99.8,88846,99.2,80108,89.5,62931,70.3,84699,94.6,80225,89.6,76538,86.1,70142,87.6,53069,84.3,87935,98.2,87486,97.7,85340,96.1,75929,94.8,59590,94.7,616605.9,6.89,575028.25,6.42,578746.44,6.46,532567,5.95,395972.7,4.42,1234331.8,13.8,1150056.5,12.8,1775350.94,19.8,1831325.5,20.5,1616579.25,18.1,214746.25,2.4,265916,3,265820,3,127,0.1,167,0.2,280,0.3,2871,3.2,29441,32.9,45123,50.4,43726,48.8,43684,48.8,8933,10,4253,4.8,51190,57.2,9219,10.3,57418,64.1
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Religious denomination by prior attainment,Girls,High prior,Total,Other Christian faith,55,2005,139539.66,69.6,1996,99.6,1792,89.4,1948,97.2,1484,74,1182,59,1377,68.7,12987.7,6.48,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2001,99.8,2001,99.8,1993,99.4,1997,99.6,1994,99.5,1794,89.5,1640,81.8,1915,95.5,1826,91.1,1792,89.9,1615,90,1396,85.1,1969,98.2,1959,97.7,1922,96.4,1716,95.7,1558,95,14204,7.08,13259,6.61,13703.06,6.83,12418,6.19,10639.25,5.31,28446,14.2,26518,13.2,41875.9,20.9,42699.76,21.3,39120.76,19.5,3579,1.8,5963,3,5965,3,4,0.2,6,0.3,5,0.2,42,2.1,464,23.1,1033,51.5,961,47.9,961,47.9,278,13.9,162,8.1,1193,59.5,231,11.5,1288,64.2
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Religious denomination by prior attainment,Girls,High prior,Total,Roman catholic,284,11569,781059.04,67.5,11548,99.8,10178,88,11275,97.5,7534,65.1,5892,50.9,6997,60.5,71081.34,6.14,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,11555,99.9,11553,99.9,11520,99.6,11553,99.9,11508,99.5,10332,89.3,8398,72.6,11042,95.4,10365,89.6,9870,85.8,9174,88.8,7108,84.6,11415,98.7,11328,97.9,11022,95.8,9852,95.4,7959,94.8,80396,6.95,74031,6.4,74473.5,6.44,69429,6,53685.52,4.64,160904,13.9,148062,12.8,230266.14,19.9,241826.9,20.9,224332.4,19.4,17494.5,1.5,34403,3,34446,3,14,0.1,27,0.2,14,0.1,334,2.9,3646,31.5,6741,58.3,4767,41.2,4767,41.2,981,8.5,646,5.6,5705,49.3,1117,9.7,6262,54.1
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Religious denomination by prior attainment,Girls,High prior,Total,Sikh,4,57,4106.88,72.1,57,100,55,96.5,55,96.5,56,98.2,45,78.9,52,91.2,394.96,6.93,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,57,100,57,100,57,100,57,100,57,100,57,100,56,98.2,56,98.2,55,96.5,52,91.2,52,91.2,49,87.5,57,100,55,96.5,54,94.7,55,96.5,54,96.4,413,7.25,407,7.14,397,6.96,385,6.75,370.88,6.51,826,14.5,814,14.3,1229.88,21.6,1237,21.7,1131,19.8,106,1.9,171,3,171,3,0,0,0,0,0,0,0,0,1,1.8,19,33.3,38,66.7,38,66.7,0,0,4,7,15,26.3,0,0,15,26.3
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Admission type by prior attainment,Girls,High prior,non-selective schools in highly selective areas,Total,199,4957,307186.27,62,4949,99.8,3961,79.9,4719,95.2,2643,53.3,1723,34.8,2316,46.7,27121.23,5.47,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4954,99.9,4952,99.9,4934,99.5,4951,99.9,4920,99.3,4348,87.7,3029,61.1,4524,91.3,4108,82.9,3810,77.4,3443,79.2,2281,75.3,4838,97.6,4771,96.2,4578,93,3938,90.6,2756,91,32035,6.46,29084,5.87,29042,5.86,26160,5.28,17365,3.5,64124,12.9,58168,11.7,89071,18,95823.27,19.3,78548.27,15.8,17275,3.5,14709,3,14713,3,5,0.1,6,0.1,22,0.4,207,4.2,2074,41.8,3118,62.9,1803,36.4,1786,36,319,6.4,134,2.7,2744,55.4,469,9.5,3206,64.7
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Admission type by prior attainment,Girls,High prior,non-selective schools in other areas,Total,2735,94428,6272772.25,66.4,94188,99.7,82071,86.9,91481,96.9,58726,62.2,45022,47.7,54088,57.3,569688.52,6.03,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,94297,99.9,94281,99.8,93934,99.5,94229,99.8,93745,99.3,84457,89.4,65208,69.1,89179,94.4,84109,89.1,80114,85.5,73608,87.2,54409,83.4,92685,98.2,92159,97.6,89813,95.8,79922,94.6,61492,94.3,647216.9,6.85,600414.5,6.36,603277.44,6.39,557528,5.9,406428.1,4.3,1295657.8,13.7,1200829,12.7,1853244.96,19.6,1923040.49,20.4,1695211.24,18,227829.25,2.4,280325,3,280314,3,141,0.1,199,0.2,278,0.3,3148,3.3,31936,33.8,51416,54.4,42331,44.8,42301,44.8,8853,9.4,3744,4,53211,56.4,9584,10.1,59832,63.4
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Admission type by prior attainment,Boys,High prior,non-selective schools in highly selective areas,Total,194,5536,312639.75,56.5,5516,99.6,3868,69.9,4992,90.2,2192,39.6,1050,19,1640,29.6,27225,4.92,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,5526,99.8,5519,99.7,5490,99.2,5520,99.7,5483,99,4732,85.5,2515,45.4,4250,76.8,4505,81.4,3868,70.5,3347,70.7,1415,56.3,5084,91.8,5253,94.9,4917,89.7,4063,85.9,1977,78.6,30812,5.57,32355,5.84,30962.5,5.59,25870,4.67,12388.5,2.24,61693,11.1,64710,11.7,92879.5,16.8,93357.25,16.9,72388,13.1,20969.25,3.8,16322,2.9,16305,2.9,11,0.2,18,0.3,35,0.6,428,7.7,2852,51.5,3463,62.6,2020,36.5,1985,35.9,576,10.4,78,1.4,1753,31.7,459,8.3,2551,46.1
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Admission type by prior attainment,Boys,High prior,non-selective schools in other areas,Total,2695,100697,6165766.98,61.2,100348,99.7,79312,78.8,94147,93.5,50419,50.1,31231,31,41887,41.6,553546.83,5.5,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,100507,99.8,100478,99.8,100035,99.3,100402,99.7,99887,99.2,88715,88.1,55635,55.2,84540,84,88125,87.5,80333,80.4,70535,79.5,37712,67.8,95318,94.7,97445,96.8,93263,93.4,80476,90.7,47587,85.5,602910.13,5.99,639997.75,6.36,619452.54,6.15,535786,5.32,303697.66,3.02,1207071.26,12,1279995.5,12.7,1865959.54,18.5,1812740.68,18,1564284.18,15.5,248456.5,2.5,298327,3,298022,3,212,0.2,245,0.2,389,0.4,6172,6.1,43260,43,55052,54.7,44839,44.5,44705,44.4,11586,11.5,2402,2.4,30234,30,8948,8.9,41063,40.8
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Admission type by prior attainment,Boys,High prior,selective schools,Total,104,10742,786419.21,73.2,10733,99.9,10321,96.1,10706,99.7,8239,76.7,7016,65.3,7935,73.9,74473.95,6.93,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,10740,100,10740,100,10708,99.7,10736,99.9,10646,99.1,9427,87.8,9430,87.8,10420,97,10578,98.5,10344,97.2,9093,96.5,8199,86.9,10689,99.5,10731,99.9,10610,99.7,9357,99.3,9097,96.5,75187,7,80116,7.46,80668,7.51,68492,6.38,61717.13,5.75,150488,14,160232,14.9,244562.13,22.8,231137.08,21.5,227749.58,21.2,3387.5,0.3,32149,3,32097,3,2,0,8,0.1,24,0.2,180,1.7,2289,21.3,1664,15.5,8982,83.6,8952,83.3,2182,20.3,1365,12.7,3601,33.5,1109,10.3,3744,34.9
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Prior attainment,Boys,High prior,Total,Total,3009,117128,7268382.19,62.1,116713,99.6,93532,79.9,109906,93.8,60854,52,39297,33.6,51463,43.9,655540.58,5.6,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,116901,99.8,116865,99.8,116291,99.3,116783,99.7,116090,99.1,102922,87.9,67585,57.7,99242,84.7,103263,88.2,94580,81.5,82998,80.6,47326,70,111140,94.9,113516,96.9,108844,93.8,93932,91.3,58662,86.8,709187.13,6.05,753006.75,6.43,731445.54,6.24,630364,5.38,377815.29,3.23,1420010.26,12.1,1506013.5,12.9,2204388.17,18.8,2137970.26,18.3,1864853.76,15.9,273116.5,2.3,347002,3,346584,3,253,0.2,315,0.3,468,0.4,6802,5.8,48436,41.4,60247,51.4,55847,47.7,55648,47.5,14344,12.2,3845,3.3,35609,30.4,10516,9,47384,40.5
201920,Academic year,National,E92000001,England,Revised,All state-funded special schools,Prior attainment,Boys,High prior,Total,Total,125,223,4073.76,18.3,144,64.6,39,17.5,73,32.7,3,1.3,2,0.9,2,0.9,304.61,1.37,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,178,79.8,177,79.4,58,26,168,75.3,73,32.7,33,14.8,6,2.7,34,15.2,68,30.5,33,45.2,17,51.5,3,50,44,19.7,106,47.5,51,69.9,24,72.7,6,100,283,1.27,688.88,3.09,336.5,1.51,156,0.7,27,0.12,860,3.9,1377.76,6.2,998,4.5,838,3.8,681,3.1,157,0.7,229,1,204,0.9,51,22.9,80,35.9,39,17.5,35,15.7,15,6.7,69,30.9,4,1.8,4,1.8,1,0.4,0,0,55,24.7,8,3.6,68,30.5
201920,Academic year,National,E92000001,England,Revised,Studio schools,Prior attainment,Boys,High prior,Total,Total,21,176,9219.75,52.4,175,99.4,113,64.2,155,88.1,25,14.2,6,3.4,16,9.1,724.88,4.12,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,175,99.4,175,99.4,174,98.9,175,99.4,164,93.2,92,52.3,32,18.2,123,69.9,142,80.7,108,65.9,62,67.4,14,43.8,157,89.2,168,95.5,143,87.2,81,88,23,71.9,934,5.31,997,5.66,886.5,5.04,501,2.85,144,0.82,1872,10.6,1994,11.3,2634,15,2719.75,15.5,1817,10.3,902.75,5.1,483,2.7,496,2.8,1,0.6,0,0,4,2.3,80,45.5,66,37.5,105,59.7,59,33.5,59,33.5,4,2.3,4,2.3,71,40.3,8,4.5,89,50.6
201920,Academic year,National,E92000001,England,Revised,University technical colleges (UTCs),Prior attainment,Boys,High prior,Total,Total,48,922,49126.25,53.3,911,98.8,564,61.2,803,87.1,8,0.9,4,0.4,7,0.8,3659.78,3.97,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,913,99,913,99,897,97.3,911,98.8,873,94.7,245,26.6,51,5.5,615,66.7,743,80.6,637,73,153,62.4,39,76.5,809,87.7,872,94.6,786,90,209,85.3,48,94.1,4802,5.21,5451,5.91,5062,5.49,1287,1.4,296,0.32,9655,10.5,10902,11.8,14629,15.9,13940.25,15.1,7572,8.2,6368.25,6.9,2583,2.8,2608,2.8,9,1,5,0.5,31,3.4,606,65.7,263,28.5,343,37.2,530,57.5,438,47.5,6,0.7,1,0.1,140,15.2,8,0.9,226,24.5
201920,Academic year,National,E92000001,England,Revised,Academies and free schools,Prior attainment,Boys,Low prior,Total,Total,2185,21205,562785.25,26.5,20418,96.3,577,2.7,2987,14.1,1871,8.8,96,0.5,319,1.5,44096.02,2.08,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,20778,98,20689,97.6,19819,93.5,20555,96.9,19711,93,14286,67.4,2676,12.6,1835,8.7,1289,6.1,1033,5.2,995,7,817,30.5,6425,30.3,4397,20.7,3447,17.5,2823,19.8,1192,44.5,60303,2.84,50503,2.38,54013,2.55,35373,1.67,10366,0.49,121935,5.8,101006,4.8,152395.5,7.2,187448.75,8.8,120861,5.7,66587.75,3.1,54580,2.6,56491,2.7,534,2.5,420,2,708,3.3,4832,22.8,12840,60.6,19071,89.9,640,3,626,3,1030,4.9,169,0.8,8443,39.8,1443,6.8,11861,55.9
201920,Academic year,National,E92000001,England,Revised,All independent schools,Prior attainment,Boys,Low prior,Total,Total,43,145,754.75,5.2,20,13.8,1,0.7,5,3.4,0,0,0,0,0,0,51.14,0.35,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,53,36.6,53,36.6,7,4.8,39,26.9,18,12.4,12,8.3,3,2.1,2,1.4,6,4.1,1,5.6,3,25,0,0,4,2.8,14,9.7,9,50,6,50,2,66.7,23,0.16,112,0.77,60.5,0.42,40,0.28,11,0.08,94,0.6,224,1.5,199,1.4,237.75,1.6,156,1.1,81.75,0.6,61,0.4,57,0.4,104,71.7,21,14.5,12,8.3,2,1.4,7,4.8,17,11.7,1,0.7,1,0.7,0,0,0,0,22,15.2,0,0,25,17.2
201920,Academic year,National,E92000001,England,Revised,All schools,Prior attainment,Boys,Low prior,Total,Total,4043,35861,754977.5,21.1,28038,78.2,762,2.1,3929,11,2453,6.8,123,0.3,400,1.1,58720.4,1.64,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,29758,83,29519,82.3,26248,73.2,28720,80.1,26201,73.1,18434,51.4,3624,10.1,2404,6.7,1736,4.8,1397,5.3,1299,7,1123,31,8423,23.5,5930,16.5,4579,17.5,3665,19.9,1632,45,79602,2.22,69379,1.93,71700.5,2,45809,1.28,14123,0.39,163463,4.6,138758,3.9,202761.5,5.7,249995,7,165330,4.6,84665,2.4,72590,2,75795,2.1,7100,19.8,1862,5.2,1478,4.1,6752,18.8,16472,45.9,25372,70.8,830,2.3,816,2.3,1336,3.7,231,0.6,11990,33.4,1911,5.3,16383,45.7
201920,Academic year,National,E92000001,England,Revised,All special schools,Prior attainment,Boys,Low prior,Total,Total,792,6408,14289.75,2.2,711,11.1,6,0.1,64,1,2,0,0,0,0,0,850.62,0.13,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1620,25.3,1577,24.6,271,4.2,1050,16.4,348,5.4,157,2.5,11,0.2,24,0.4,34,0.5,13,3.7,15,9.6,0,0,74,1.2,141,2.2,61,17.5,39,24.8,4,36.4,740,0.12,2129,0.33,904,0.14,391,0.06,34,0.01,2846,0.4,4258,0.7,2943.5,0.5,4242.25,0.7,3584,0.6,658.25,0.1,1162,0.2,1520,0.2,5246,81.9,734,11.5,240,3.7,131,2,55,0.9,342,5.3,6,0.1,6,0.1,11,0.2,0,0,683,10.7,30,0.5,737,11.5
201920,Academic year,National,E92000001,England,Revised,All state-funded,Prior attainment,Boys,Low prior,Total,Total,3641,34117,746863.75,21.9,27367,80.2,760,2.2,3909,11.5,2451,7.2,123,0.4,400,1.2,58222.63,1.71,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,28779,84.4,28595,83.8,26065,76.4,27910,81.8,25992,76.2,18353,53.8,3604,10.6,2395,7,1719,5,1394,5.4,1294,7.1,1113,30.9,8391,24.6,5864,17.2,4558,17.5,3651,19.9,1619,44.9,79171,2.32,67924,1.99,71281,2.09,45639,1.34,14032,0.41,161554,4.7,135848,4,201298.5,5.9,248163.25,7.3,163904,4.8,84259.25,2.5,71939,2.1,75127,2.2,5946,17.4,1336,3.9,1271,3.7,6661,19.5,16452,48.2,25166,73.8,826,2.4,812,2.4,1334,3.9,231,0.7,11761,34.5,1902,5.6,16140,47.3
201920,Academic year,National,E92000001,England,Revised,Converter academies,Prior attainment,Boys,Low prior,Total,Total,1290,12288,330195.5,26.9,11805,96.1,306,2.5,1735,14.1,930,7.6,46,0.4,148,1.2,25925.3,2.11,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,12041,98,12005,97.7,11439,93.1,11894,96.8,11489,93.5,8223,66.9,1384,11.3,1082,8.8,721,5.9,612,5.3,574,7,376,27.2,3835,31.2,2608,21.2,2058,17.9,1703,20.7,582,42.1,35409,2.88,29727,2.42,32104,2.61,20939,1.7,5264,0.43,71684,5.8,59454,4.8,89897.5,7.3,109160,8.9,74936,6.1,34224,2.8,31808,2.6,32963,2.7,312,2.5,227,1.8,421,3.4,2882,23.5,7516,61.2,11145,90.7,344,2.8,342,2.8,651,5.3,72,0.6,5002,40.7,754,6.1,6815,55.5
201920,Academic year,National,E92000001,England,Revised,FE 14-16 colleges,Prior attainment,Boys,Low prior,Total,Total,16,185,849.5,4.6,90,48.6,1,0.5,3,1.6,0,0,0,0,0,0,60.05,0.32,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,116,62.7,102,55.1,21,11.4,104,56.2,31,16.8,20,10.8,0,0,2,1.1,1,0.5,0,0,1,5,0,0,6,3.2,7,3.8,2,6.5,1,5,0,0,60,0.32,155,0.84,55.5,0.3,34,0.18,0,0,255,1.4,310,1.7,159,0.9,125.5,0.7,58,0.3,67.5,0.4,80,0.4,51,0.3,80,43.2,59,31.9,30,16.2,7,3.8,9,4.9,31,16.8,0,0,0,0,0,0,0,0,11,5.9,0,0,12,6.5
201920,Academic year,National,E92000001,England,Revised,Free schools,Prior attainment,Boys,Low prior,Total,Total,106,602,17638,29.3,584,97,40,6.6,134,22.3,144,23.9,8,1.3,38,6.3,1485.41,2.47,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,593,98.5,591,98.2,568,94.4,585,97.2,558,92.7,443,73.6,175,29.1,92,15.3,69,11.5,64,11.5,55,12.4,51,29.1,236,39.2,183,30.4,157,28.1,131,29.6,80,45.7,1889,3.14,1662,2.76,1721.5,2.86,1268,2.11,650,1.08,3816,6.3,3324,5.5,5066.5,8.4,5431.5,9,4188,7,1243.5,2.1,1595,2.6,1636,2.7,13,2.2,10,1.7,17,2.8,107,17.8,311,51.7,541,89.9,17,2.8,16,2.7,36,6,10,1.7,226,37.5,31,5.1,330,54.8
201920,Academic year,National,E92000001,England,Revised,"Hospital, PRU & AP",Prior attainment,Boys,Low prior,Total,Total,354,1599,6438.75,4,579,36.2,0,0,14,0.9,1,0.1,0,0,0,0,374.93,0.23,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,791,49.5,756,47.3,130,8.1,694,43.4,139,8.7,59,3.7,6,0.4,5,0.3,10,0.6,2,1.4,2,3.4,4,66.7,24,1.5,48,3,10,7.2,8,13.6,5,83.3,322,0.2,1221,0.76,277,0.17,119,0.07,33,0.02,1553,1,2442,1.5,1030,0.6,1413.75,0.9,1123,0.7,290.75,0.2,485,0.3,536,0.3,884,55.3,472,29.5,179,11.2,59,3.7,4,0.3,138,8.6,2,0.1,2,0.1,2,0.1,0,0,190,11.9,7,0.4,201,12.6
201920,Academic year,National,E92000001,England,Revised,LA maintained mainstream,Prior attainment,Boys,Low prior,Total,Total,689,6457,169433.5,26.2,6161,95.4,176,2.7,858,13.3,578,9,27,0.4,81,1.3,13248.08,2.05,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6311,97.7,6273,97.2,5954,92.2,6233,96.5,5913,91.6,3898,60.4,920,14.2,534,8.3,398,6.2,347,5.9,286,7.3,296,32.2,1887,29.2,1329,20.6,1054,17.8,793,20.3,425,46.2,18065,2.8,15221,2.36,16344.5,2.53,9870,1.53,3643,0.56,36560,5.7,30442,4.7,45939.5,7.1,56492,8.7,39497,6.1,16995,2.6,16160,2.5,17101,2.6,189,2.9,144,2.2,305,4.7,1690,26.2,3551,55,5732,88.8,181,2.8,181,2.8,293,4.5,62,1,2640,40.9,428,6.6,3549,55
201920,Academic year,National,E92000001,England,Revised,Non-maintained special schools,Prior attainment,Boys,Low prior,Total,Total,43,145,754.75,5.2,20,13.8,1,0.7,5,3.4,0,0,0,0,0,0,51.14,0.35,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,53,36.6,53,36.6,7,4.8,39,26.9,18,12.4,12,8.3,3,2.1,2,1.4,6,4.1,1,5.6,3,25,0,0,4,2.8,14,9.7,9,50,6,50,2,66.7,23,0.16,112,0.77,60.5,0.42,40,0.28,11,0.08,94,0.6,224,1.5,199,1.4,237.75,1.6,156,1.1,81.75,0.6,61,0.4,57,0.4,104,71.7,21,14.5,12,8.3,2,1.4,7,4.8,17,11.7,1,0.7,1,0.7,0,0,0,0,22,15.2,0,0,25,17.2
